Symbol,Date,Open,High,Low,Close,Volume
MCB,22-Apr-2010,217.25,218.14,216.01,216.28,308968
MCB,23-Apr-2010,216.80,217.38,213.50,216.69,914425
MCB,26-Apr-2010,217.40,217.40,214.50,215.07,307343
MCB,27-Apr-2010,215.25,216.39,215.02,215.91,208111
MCB,28-Apr-2010,216.10,216.50,213.10,215.82,777070
MCB,29-Apr-2010,216.20,217.44,211.56,212.91,948795
MCB,30-Apr-2010,212.12,213.50,211.00,211.25,620620
MCB,03-May-2010,210.98,214.25,210.02,213.78,685490
MCB,04-May-2010,213.50,221.49,213.50,217.90,2413883
MCB,05-May-2010,217.90,217.90,215.32,215.80,787861
MCB,06-May-2010,216.47,216.50,212.50,212.79,709525
MCB,07-May-2010,211.50,211.75,204.11,205.76,1274516
MCB,10-May-2010,205.20,208.70,205.20,207.24,388295
MCB,11-May-2010,208.00,208.99,204.77,206.58,445490
MCB,12-May-2010,205.89,205.89,201.00,202.81,596435
MCB,13-May-2010,203.70,207.40,203.12,206.80,777191
MCB,14-May-2010,207.00,207.50,203.30,203.99,460718
MCB,17-May-2010,203.50,203.99,198.70,199.40,545340
MCB,18-May-2010,198.51,202.38,198.20,201.94,950424
MCB,19-May-2010,202.00,204.40,198.52,203.51,948318
MCB,20-May-2010,202.06,205.24,201.12,202.89,836727
MCB,21-May-2010,201.50,203.00,198.75,201.27,865963
MCB,24-May-2010,201.00,201.49,194.99,195.26,888919
MCB,25-May-2010,195.06,197.00,185.50,186.19,912839
MCB,26-May-2010,185.50,193.25,183.48,191.13,997969
MCB,27-May-2010,191.89,192.00,183.01,184.25,2535471
MCB,28-May-2010,184.99,186.05,175.50,180.23,2362900
MCB,31-May-2010,178.00,179.50,176.10,176.90,627320
MCB,01-Jun-2010,176.00,176.25,173.10,174.86,871266
MCB,02-Jun-2010,173.04,183.60,173.04,183.49,1133126
MCB,03-Jun-2010,183.55,188.50,181.05,186.79,1594920
MCB,04-Jun-2010,186.79,193.80,184.60,192.31,939709
MCB,07-Jun-2010,188.25,201.65,188.25,200.76,1791087
MCB,08-Jun-2010,201.55,201.80,196.12,196.78,930298
MCB,09-Jun-2010,197.00,199.50,195.05,196.63,647768
MCB,10-Jun-2010,196.99,199.00,190.37,191.83,992700
MCB,11-Jun-2010,190.70,195.45,190.70,192.97,529534
MCB,14-Jun-2010,190.90,190.90,183.33,183.33,1140522
MCB,15-Jun-2010,182.60,185.94,177.25,179.44,1321969
MCB,16-Jun-2010,180.30,185.20,179.80,182.45,1124134
MCB,17-Jun-2010,180.99,191.50,178.00,190.09,2559942
MCB,18-Jun-2010,190.70,195.50,187.26,189.66,2240660
MCB,21-Jun-2010,189.00,194.50,189.00,193.34,1092164
MCB,22-Jun-2010,193.96,197.60,193.51,195.26,1840757
MCB,23-Jun-2010,195.40,195.96,193.20,193.55,560435
MCB,24-Jun-2010,193.45,199.49,193.45,198.20,1841469
MCB,25-Jun-2010,198.20,199.49,195.50,196.91,1037267
MCB,28-Jun-2010,196.74,198.38,187.10,188.98,780854
MCB,29-Jun-2010,188.26,194.10,188.25,192.04,996464
MCB,30-Jun-2010,192.50,196.25,190.32,194.19,1249179
MCB,01-Jul-2010,193.45,195.40,193.45,194.10,71986
MCB,02-Jul-2010,195.95,195.95,191.15,191.64,207278
MCB,05-Jul-2010,192.30,192.30,187.81,188.49,215397
MCB,06-Jul-2010,188.26,188.90,186.30,187.59,156572
MCB,07-Jul-2010,187.80,196.96,186.98,196.55,1158025
MCB,08-Jul-2010,197.90,200.99,196.60,198.51,1835285
MCB,09-Jul-2010,198.01,201.80,197.20,198.43,1258743
MCB,12-Jul-2010,198.25,202.40,198.12,200.16,1650752
MCB,13-Jul-2010,201.05,202.90,201.00,202.00,1193285
MCB,14-Jul-2010,202.90,205.30,202.61,203.33,1337651
MCB,15-Jul-2010,203.90,205.75,201.00,201.21,876735
MCB,16-Jul-2010,201.94,203.00,199.10,201.51,919255
MCB,19-Jul-2010,202.00,205.39,200.05,204.24,935169
MCB,20-Jul-2010,204.98,208.20,204.31,207.51,1409613
MCB,21-Jul-2010,208.00,209.00,204.14,206.04,821931
MCB,22-Jul-2010,206.00,208.39,206.00,207.25,595182
MCB,23-Jul-2010,208.00,210.34,207.50,209.94,1183483
MCB,26-Jul-2010,211.00,213.25,210.50,212.09,1116503
MCB,27-Jul-2010,212.99,214.35,212.00,212.78,980573
MCB,28-Jul-2010,213.00,214.00,212.11,212.79,461965
MCB,29-Jul-2010,213.35,214.20,211.22,211.49,584139
MCB,30-Jul-2010,211.38,214.99,210.35,213.56,865437
MCB,02-Aug-2010,210.00,211.50,207.16,210.64,1515926
MCB,03-Aug-2010,212.50,214.20,209.00,211.03,1352257
MCB,04-Aug-2010,212.89,213.50,210.50,210.94,543323
MCB,05-Aug-2010,211.20,212.25,207.02,208.03,538069
MCB,06-Aug-2010,208.30,208.65,203.00,204.08,612392
MCB,09-Aug-2010,203.50,203.50,194.00,195.28,872733
MCB,10-Aug-2010,194.99,197.01,190.25,191.65,502726
MCB,11-Aug-2010,192.06,194.70,189.26,190.18,755841
MCB,12-Aug-2010,189.65,190.75,187.56,188.10,209029
MCB,13-Aug-2010,189.75,190.95,188.50,189.68,189222
MCB,16-Aug-2010,190.00,190.55,180.40,182.36,459396
MCB,17-Aug-2010,182.00,187.80,181.50,187.43,777771
MCB,18-Aug-2010,188.26,192.19,188.26,191.48,2043537
MCB,19-Aug-2010,192.20,197.38,190.75,196.64,1387983
MCB,20-Aug-2010,196.55,197.35,194.21,195.59,391778
MCB,23-Aug-2010,196.50,197.00,191.56,192.18,285163
MCB,24-Aug-2010,192.05,192.18,187.01,188.01,524157
MCB,25-Aug-2010,187.15,189.85,183.00,184.75,485255
MCB,26-Aug-2010,185.70,187.00,182.55,183.12,677296
MCB,27-Aug-2010,183.12,186.40,180.60,184.64,2777984
MCB,30-Aug-2010,184.55,186.80,181.10,182.57,1174150
MCB,31-Aug-2010,183.48,190.00,183.48,189.36,2860165
MCB,01-Sep-2010,188.50,191.25,185.51,190.46,1513331
MCB,02-Sep-2010,190.30,191.89,189.10,189.56,474054
MCB,03-Sep-2010,190.75,190.75,184.56,186.05,416184
MCB,06-Sep-2010,186.10,187.00,184.25,185.48,142573
MCB,07-Sep-2010,185.00,185.25,183.50,184.57,559637
MCB,08-Sep-2010,184.90,189.70,183.81,187.91,1296635
MCB,09-Sep-2010,188.05,188.50,185.03,185.62,309416
MCB,14-Sep-2010,188.01,194.90,188.01,194.64,2082963
MCB,15-Sep-2010,196.45,198.00,192.75,193.52,1596187
MCB,16-Sep-2010,197.00,197.70,192.62,193.07,1095252
MCB,17-Sep-2010,192.56,193.50,190.60,193.21,1036852
MCB,20-Sep-2010,193.01,193.35,190.50,190.93,298795
MCB,21-Sep-2010,190.90,192.50,185.80,186.18,618659
MCB,22-Sep-2010,186.40,186.98,182.61,183.17,456757
MCB,23-Sep-2010,183.00,184.68,183.00,183.43,395990
MCB,24-Sep-2010,184.20,186.40,183.50,185.75,480778
MCB,27-Sep-2010,185.50,188.20,183.35,186.82,781646
MCB,28-Sep-2010,187.50,190.50,187.50,189.03,1091169
MCB,29-Sep-2010,189.01,192.00,188.00,190.67,705661
MCB,30-Sep-2010,188.70,189.60,186.74,188.31,608702
MCB,01-Oct-2010,187.50,189.99,187.26,188.00,377245
MCB,04-Oct-2010,188.45,190.99,187.63,190.92,529146
MCB,05-Oct-2010,190.50,192.00,190.01,190.50,317519
MCB,06-Oct-2010,190.50,190.95,189.10,189.40,179488
MCB,07-Oct-2010,190.00,196.64,189.50,195.90,1535809
MCB,08-Oct-2010,195.50,197.90,194.75,195.10,841515
MCB,11-Oct-2010,195.90,197.49,194.75,195.71,1625672
MCB,12-Oct-2010,195.98,196.40,194.03,194.35,286152
MCB,13-Oct-2010,193.70,198.00,193.70,197.75,782917
MCB,14-Oct-2010,198.20,200.40,196.15,196.50,1471191
MCB,15-Oct-2010,195.71,200.90,195.71,200.01,2544738
MCB,18-Oct-2010,200.10,202.24,200.00,200.12,1045002
MCB,19-Oct-2010,200.99,201.70,197.61,198.11,718990
MCB,20-Oct-2010,198.00,199.49,196.00,198.10,315211
MCB,21-Oct-2010,199.00,202.55,198.60,202.06,1231770
MCB,22-Oct-2010,202.25,205.90,202.00,204.20,1781242
MCB,25-Oct-2010,203.75,206.60,203.75,204.61,747135
MCB,26-Oct-2010,204.90,206.39,202.40,202.95,952005
MCB,27-Oct-2010,205.00,205.50,203.00,205.40,896024
MCB,28-Oct-2010,205.90,207.00,202.60,203.17,1043723
MCB,29-Oct-2010,203.47,204.00,201.15,202.55,869898
MCB,01-Nov-2010,203.70,204.45,199.00,199.86,501526
MCB,02-Nov-2010,200.95,204.87,200.85,203.65,926598
MCB,03-Nov-2010,204.60,205.48,200.50,200.97,873211
MCB,04-Nov-2010,201.40,204.80,201.00,204.12,513670
MCB,05-Nov-2010,205.20,208.50,204.60,206.36,1573938
MCB,08-Nov-2010,207.00,209.75,206.55,207.17,2370106
MCB,10-Nov-2010,207.99,208.50,204.00,204.35,1815086
MCB,11-Nov-2010,203.50,206.50,202.51,203.31,961241
MCB,12-Nov-2010,204.00,204.00,200.82,201.39,529155
MCB,15-Nov-2010,202.49,202.50,199.00,201.72,393058
MCB,16-Nov-2010,202.00,205.10,202.00,204.47,862350
MCB,22-Nov-2010,205.55,207.72,204.51,206.34,1317375
MCB,23-Nov-2010,207.00,210.00,206.00,208.73,3292407
MCB,24-Nov-2010,208.10,209.96,203.51,205.04,2730967
MCB,25-Nov-2010,206.00,206.46,203.60,204.29,635197
MCB,26-Nov-2010,204.70,205.50,204.00,204.38,1081806
MCB,29-Nov-2010,203.29,205.00,203.29,204.72,104981
MCB,30-Nov-2010,205.00,208.70,204.25,206.33,877956
MCB,01-Dec-2010,207.00,208.00,205.50,206.52,413539
MCB,02-Dec-2010,203.99,206.50,203.99,205.44,665428
MCB,03-Dec-2010,206.01,210.49,203.50,208.07,2484041
MCB,06-Dec-2010,209.75,217.90,209.00,217.27,2871387
MCB,07-Dec-2010,218.00,218.20,215.30,217.18,1103509
MCB,08-Dec-2010,218.00,223.50,217.95,221.90,1958830
MCB,09-Dec-2010,222.75,222.75,218.00,218.70,611398
MCB,10-Dec-2010,220.00,220.00,217.40,218.29,337887
MCB,13-Dec-2010,218.49,218.70,216.00,216.38,309979
MCB,14-Dec-2010,217.75,222.00,217.65,220.30,1525115
MCB,15-Dec-2010,221.00,222.10,219.50,221.01,1493085
MCB,20-Dec-2010,223.99,226.80,222.01,225.31,1484481
MCB,21-Dec-2010,226.00,226.75,223.50,224.12,733593
MCB,22-Dec-2010,225.10,225.50,223.85,224.92,311165
MCB,23-Dec-2010,225.01,226.20,221.46,222.96,401224
MCB,24-Dec-2010,223.75,225.00,220.99,224.32,301435
MCB,27-Dec-2010,225.00,228.39,223.52,225.18,531723
MCB,28-Dec-2010,225.50,225.99,223.70,224.89,259897
MCB,29-Dec-2010,225.95,226.89,223.55,224.93,551204
MCB,30-Dec-2010,225.80,228.90,225.80,227.81,735462
MCB,31-Dec-2010,228.45,230.15,227.25,228.54,1056781
MCB,03-Jan-2011,226.00,227.00,221.50,223.32,646442
MCB,04-Jan-2011,223.32,229.50,223.32,227.97,1601540
MCB,05-Jan-2011,227.00,232.00,225.60,226.27,2181684
MCB,06-Jan-2011,227.00,227.65,224.20,226.16,1034935
MCB,07-Jan-2011,227.50,227.99,223.80,225.99,1247251
MCB,10-Jan-2011,227.50,228.00,223.50,224.44,571792
MCB,11-Jan-2011,225.25,229.29,223.61,228.58,1501995
MCB,12-Jan-2011,229.00,239.85,229.00,238.68,4938671
MCB,13-Jan-2011,240.00,250.48,238.50,248.46,3835913
MCB,14-Jan-2011,249.25,250.25,242.10,243.35,1974180
MCB,17-Jan-2011,245.35,245.35,239.55,244.64,1800665
MCB,18-Jan-2011,245.99,246.30,238.00,239.77,1155122
MCB,19-Jan-2011,240.03,244.40,238.05,239.32,968551
MCB,20-Jan-2011,240.50,241.89,231.20,232.44,1325614
MCB,21-Jan-2011,234.00,236.50,229.10,230.32,1206090
MCB,24-Jan-2011,231.49,231.98,228.25,228.95,847308
MCB,25-Jan-2011,229.80,233.70,229.76,232.40,910505
MCB,26-Jan-2011,233.35,235.48,232.50,233.25,787194
MCB,27-Jan-2011,233.25,235.15,231.30,231.82,421245
MCB,28-Jan-2011,232.80,235.40,231.40,233.43,789486
MCB,31-Jan-2011,236.00,237.60,225.00,226.78,2396614
MCB,01-Feb-2011,227.25,229.15,221.50,223.51,1263326
MCB,02-Feb-2011,224.60,225.99,222.00,224.06,538453
MCB,03-Feb-2011,225.60,229.75,224.05,229.10,540318
MCB,04-Feb-2011,229.10,231.25,227.80,229.83,825484
MCB,07-Feb-2011,230.60,230.70,228.00,228.28,255302
MCB,08-Feb-2011,228.91,229.09,224.75,224.97,613089
MCB,09-Feb-2011,225.10,225.10,222.04,222.58,335173
MCB,10-Feb-2011,222.58,223.50,213.50,214.88,1140101
MCB,11-Feb-2011,215.00,216.18,206.50,207.65,1069551
MCB,14-Feb-2011,207.61,211.00,207.10,209.87,558722
MCB,15-Feb-2011,210.10,215.90,210.10,213.99,688506
MCB,17-Feb-2011,214.11,216.40,213.55,214.83,433580
MCB,18-Feb-2011,215.60,216.20,213.25,215.38,336472
MCB,21-Feb-2011,215.50,216.00,211.33,212.31,206028
MCB,22-Feb-2011,212.05,213.50,206.00,208.74,972662
MCB,23-Feb-2011,209.11,209.49,205.55,206.14,564422
MCB,24-Feb-2011,207.30,208.90,205.03,206.19,459962
MCB,25-Feb-2011,206.19,206.70,195.89,200.08,1584615
MCB,28-Feb-2011,199.00,205.25,195.55,202.95,803247
MCB,01-Mar-2011,204.80,213.09,203.50,212.80,1467909
MCB,02-Mar-2011,214.22,216.00,210.60,213.98,1470936
MCB,03-Mar-2011,212.61,214.49,210.90,213.32,1073603
MCB,04-Mar-2011,213.49,219.40,212.50,216.48,1830120
MCB,07-Mar-2011,218.00,225.65,216.50,221.63,2386039
MCB,08-Mar-2011,222.00,223.40,219.11,222.57,753501
MCB,09-Mar-2011,224.50,228.45,224.00,227.42,1598383
MCB,10-Mar-2011,228.60,230.80,226.10,227.41,1585923
MCB,11-Mar-2011,227.01,227.01,223.61,225.20,367215
MCB,14-Mar-2011,226.00,228.40,225.17,225.77,513243
MCB,15-Mar-2011,226.20,226.50,218.52,219.61,590052
MCB,16-Mar-2011,221.49,223.99,213.62,216.48,871181
MCB,17-Mar-2011,219.00,220.05,216.34,218.16,955119
MCB,18-Mar-2011,218.25,222.80,214.01,216.23,1269219
MCB,21-Mar-2011,194.99,195.00,192.20,192.72,256276
MCB,22-Mar-2011,194.05,197.40,193.20,194.34,733299
MCB,24-Mar-2011,195.00,196.00,194.60,194.88,373019
MCB,25-Mar-2011,195.80,196.40,195.00,195.66,462710
MCB,28-Mar-2011,195.50,199.65,195.50,197.03,537171
MCB,29-Mar-2011,197.99,202.00,197.80,201.38,809827
MCB,30-Mar-2011,202.60,206.25,202.00,205.71,651624
MCB,31-Mar-2011,206.77,208.50,205.70,207.54,853056
MCB,01-Apr-2011,207.70,209.00,206.55,208.53,744042
MCB,04-Apr-2011,208.50,210.10,207.11,207.35,1021047
MCB,05-Apr-2011,207.99,208.01,206.02,207.80,611270
MCB,06-Apr-2011,207.99,209.02,206.25,206.63,756120
MCB,07-Apr-2011,206.98,207.15,204.50,205.20,293238
MCB,08-Apr-2011,205.00,208.45,205.00,207.99,400176
MCB,11-Apr-2011,208.00,208.20,205.90,206.54,167801
MCB,12-Apr-2011,206.89,207.00,204.90,205.42,122821
MCB,13-Apr-2011,206.40,206.40,203.00,204.71,129128
MCB,14-Apr-2011,204.95,206.50,203.15,203.61,116451
MCB,15-Apr-2011,204.00,204.50,200.50,202.07,240930
MCB,18-Apr-2011,202.50,203.84,201.25,201.72,164326
MCB,19-Apr-2011,201.00,201.07,197.11,197.67,241711
MCB,20-Apr-2011,198.29,201.25,197.31,200.53,223046
MCB,21-Apr-2011,200.25,203.89,198.25,202.33,339109
MCB,22-Apr-2011,203.00,205.37,202.30,204.28,386833
MCB,25-Apr-2011,203.95,204.94,202.65,202.93,104619
MCB,26-Apr-2011,202.56,207.89,202.01,206.88,715325
MCB,27-Apr-2011,208.00,208.05,205.65,206.24,508085
MCB,28-Apr-2011,206.00,206.70,204.00,204.69,188693
MCB,29-Apr-2011,205.00,208.00,204.80,207.05,619566
MCB,02-May-2011,207.90,208.01,205.11,205.49,261812
MCB,03-May-2011,206.00,207.10,202.26,203.36,199834
MCB,04-May-2011,203.99,204.90,196.51,198.55,441453
MCB,05-May-2011,199.01,204.45,199.00,203.01,372247
MCB,06-May-2011,202.01,204.00,200.30,202.72,377051
MCB,09-May-2011,203.25,205.80,202.51,205.03,449833
MCB,10-May-2011,205.80,206.88,204.80,205.93,191127
MCB,11-May-2011,205.99,207.20,204.50,205.44,216078
MCB,12-May-2011,205.01,205.01,203.02,204.52,98190
MCB,13-May-2011,204.75,205.89,203.55,204.80,113230
MCB,16-May-2011,204.10,204.70,202.50,203.77,141631
MCB,17-May-2011,204.55,205.70,204.11,204.42,118444
MCB,18-May-2011,205.00,205.45,203.95,205.06,241489
MCB,19-May-2011,205.07,206.40,204.70,206.06,312800
MCB,20-May-2011,206.00,208.00,205.20,207.79,534913
MCB,23-May-2011,207.79,208.90,205.35,207.73,1019629
MCB,24-May-2011,208.00,208.99,207.05,208.01,221974
MCB,25-May-2011,208.30,209.40,207.00,208.30,439176
MCB,26-May-2011,208.60,210.85,208.16,210.04,787418
MCB,27-May-2011,210.00,210.95,208.75,210.57,266573
MCB,30-May-2011,210.01,210.69,208.06,208.56,80996
MCB,31-May-2011,207.31,209.25,207.01,207.97,393197
MCB,01-Jun-2011,205.59,206.75,202.15,203.53,702191
MCB,02-Jun-2011,203.00,203.79,200.50,201.07,512062
MCB,03-Jun-2011,201.50,201.74,199.75,200.20,350203
MCB,06-Jun-2011,199.60,205.75,199.00,204.01,797945
MCB,07-Jun-2011,203.75,207.70,203.25,206.52,590241
MCB,08-Jun-2011,207.00,209.40,206.15,208.10,673556
MCB,09-Jun-2011,208.50,208.85,205.11,205.54,165653
MCB,10-Jun-2011,206.25,206.44,205.41,205.64,83827
MCB,13-Jun-2011,206.60,206.70,203.00,203.66,107803
MCB,14-Jun-2011,203.98,205.65,203.60,204.26,97645
MCB,15-Jun-2011,205.00,205.25,203.50,203.93,98971
MCB,16-Jun-2011,204.00,206.25,203.00,205.11,240650
MCB,17-Jun-2011,205.10,206.02,203.15,203.35,314769
MCB,20-Jun-2011,203.75,203.75,199.00,199.62,277436
MCB,21-Jun-2011,200.00,203.30,198.50,202.44,224931
MCB,22-Jun-2011,202.97,205.24,201.00,202.71,517941
MCB,23-Jun-2011,203.00,207.00,203.00,205.96,675196
MCB,24-Jun-2011,206.20,206.50,203.26,203.80,195700
MCB,27-Jun-2011,202.25,204.00,201.50,202.10,91789
MCB,28-Jun-2011,202.00,202.00,197.00,197.90,418172
MCB,29-Jun-2011,198.40,201.00,198.40,199.30,480613
MCB,30-Jun-2011,199.97,201.74,198.75,199.30,235080
MCB,01-Jul-2011,201.50,202.00,190.99,198.41,453230
MCB,04-Jul-2011,198.00,204.00,197.26,203.40,448793
MCB,05-Jul-2011,203.40,206.70,203.40,205.39,503556
MCB,06-Jul-2011,205.65,206.54,203.52,204.19,206503
MCB,07-Jul-2011,204.90,206.25,202.00,202.90,202381
MCB,08-Jul-2011,203.29,203.50,200.30,201.82,103039
MCB,11-Jul-2011,202.30,203.10,200.90,201.74,118688
MCB,12-Jul-2011,202.49,202.49,199.60,199.88,194921
MCB,13-Jul-2011,200.49,201.20,198.70,198.97,249694
MCB,14-Jul-2011,198.25,199.40,198.00,198.44,63130
MCB,15-Jul-2011,199.00,200.90,198.01,199.65,376452
MCB,18-Jul-2011,200.69,200.75,198.05,198.54,113538
MCB,19-Jul-2011,199.99,199.99,197.51,197.83,1001195
MCB,20-Jul-2011,198.25,198.75,195.52,196.07,418241
MCB,21-Jul-2011,197.00,198.15,196.36,197.25,230697
MCB,22-Jul-2011,197.50,200.00,197.00,197.40,981401
MCB,25-Jul-2011,198.00,198.20,192.00,192.45,740781
MCB,26-Jul-2011,192.70,196.00,192.70,195.32,1069222
MCB,27-Jul-2011,195.80,196.25,194.00,194.18,426611
MCB,28-Jul-2011,194.18,195.45,185.50,188.30,1184361
MCB,29-Jul-2011,186.18,189.80,185.10,186.43,2195107
MCB,01-Aug-2011,186.43,189.74,182.55,185.04,524121
MCB,02-Aug-2011,185.00,189.00,184.50,187.36,495838
MCB,03-Aug-2011,187.00,187.00,180.50,181.79,532572
MCB,04-Aug-2011,181.15,185.20,181.15,184.35,666372
MCB,05-Aug-2011,183.01,183.70,175.14,175.18,1091966
MCB,08-Aug-2011,173.00,178.44,166.51,174.76,1131677
MCB,09-Aug-2011,167.70,172.00,166.03,166.03,1936303
MCB,10-Aug-2011,174.25,174.33,169.65,173.53,1058470
MCB,11-Aug-2011,172.00,175.25,169.00,174.67,628236
MCB,12-Aug-2011,175.90,179.94,175.15,176.15,454947
MCB,15-Aug-2011,178.00,178.00,174.30,175.16,177900
MCB,16-Aug-2011,174.55,175.30,173.70,174.23,241140
MCB,17-Aug-2011,174.00,175.88,173.80,174.86,106920
MCB,18-Aug-2011,174.50,175.00,172.50,174.60,176953
MCB,19-Aug-2011,171.90,172.35,169.00,170.95,125873
MCB,22-Aug-2011,170.55,173.50,169.20,170.36,208127
MCB,23-Aug-2011,170.00,172.25,169.00,169.08,235991
MCB,24-Aug-2011,170.30,171.64,164.00,165.32,736501
MCB,25-Aug-2011,165.49,170.50,161.61,168.90,829788
MCB,29-Aug-2011,167.00,168.50,162.00,164.83,472862
MCB,30-Aug-2011,162.99,168.50,162.90,167.78,118337
MCB,05-Sep-2011,168.01,175.19,167.00,174.16,508748
MCB,06-Sep-2011,174.30,180.60,173.99,179.18,893669
MCB,07-Sep-2011,179.50,182.00,177.50,179.54,749461
MCB,08-Sep-2011,180.00,181.75,177.90,178.36,320103
MCB,09-Sep-2011,178.49,179.30,175.50,176.06,410654
MCB,12-Sep-2011,175.40,175.40,172.80,173.46,174829
MCB,13-Sep-2011,173.01,175.50,171.00,175.26,131489
MCB,14-Sep-2011,175.01,176.00,174.00,174.38,69547
MCB,15-Sep-2011,174.99,176.50,174.26,174.82,255092
MCB,16-Sep-2011,174.00,175.51,174.00,174.98,206547
MCB,19-Sep-2011,175.00,175.75,174.00,174.53,187622
MCB,20-Sep-2011,175.25,177.80,174.10,177.29,406450
MCB,21-Sep-2011,177.29,184.90,177.29,183.75,2260718
MCB,22-Sep-2011,183.00,184.19,179.60,180.43,557874
