Date,compund,neg,neu,pos,Open,High,Low,Close,Volume
07-Apr-2011,-0.9915,0.336,0.664,0.0,121.3,121.98,120.25,121.23,66865
08-Apr-2011,-0.9756,0.179,0.792,0.029,120.9,123.0,119.5,122.73,122570
11-Apr-2011,-0.9477,0.156,0.802,0.042,122.7,122.7,120.29,120.94,44211
12-Apr-2011,-0.8296,0.131,0.782,0.087,120.6,121.4,120.25,121.06,22205
13-Apr-2011,-0.9584,0.209,0.73,0.061,121.01,122.9,121.0,122.02,69187
14-Apr-2011,-0.9786,0.21,0.733,0.056,122.35,122.49,120.0,121.0,35543
15-Apr-2011,-0.3612,0.085,0.834,0.081,121.47,126.8,118.41,125.16,592309
18-Apr-2011,-0.9274,0.151,0.768,0.081,126.5,126.5,124.5,124.86,67996
19-Apr-2011,-0.5423,0.103,0.806,0.091,124.5,124.5,122.67,122.79,72315
20-Apr-2011,-0.8591,0.16,0.727,0.113,123.0,125.5,121.65,124.93,224639
21-Apr-2011,0.7783,0.078,0.777,0.145,124.5,125.2,123.5,124.19,99724
22-Apr-2011,0.1511,0.113,0.752,0.134,124.01,125.47,123.1,124.75,181642
25-Apr-2011,-0.9657,0.203,0.725,0.071,125.0,125.1,124.55,124.76,324806
26-Apr-2011,-0.8591,0.155,0.772,0.073,124.5,124.97,123.02,124.07,100747
27-Apr-2011,-0.7096,0.093,0.855,0.052,124.07,125.0,123.0,123.09,89918
28-Apr-2011,-0.9349,0.203,0.681,0.116,122.99,123.38,122.0,122.07,90377
29-Apr-2011,-0.9426,0.247,0.633,0.119,121.8,123.5,121.8,122.06,97608
02-May-2011,-0.9805,0.219,0.711,0.07,122.05,122.2,120.5,120.88,51695
03-May-2011,-0.8126,0.131,0.788,0.081,121.0,121.0,119.12,120.49,69249
04-May-2011,-0.9931,0.282,0.661,0.056,120.03,120.03,117.0,118.74,59633
05-May-2011,-0.9509,0.196,0.777,0.027,118.1,120.3,118.1,120.06,65852
06-May-2011,-0.9837,0.324,0.661,0.015,120.06,122.78,119.0,121.04,517452
09-May-2011,-0.4767,0.147,0.732,0.121,122.0,123.9,121.0,123.2,574257
10-May-2011,-0.9477,0.181,0.775,0.045,123.85,123.88,121.65,122.09,69743
11-May-2011,-0.7059,0.112,0.815,0.073,122.0,122.8,121.0,122.39,164300
12-May-2011,-0.969,0.176,0.774,0.05,122.0,122.45,121.3,122.18,168591
13-May-2011,-0.9814,0.217,0.747,0.036,122.0,122.0,121.0,121.12,25556
16-May-2011,-0.9485,0.192,0.737,0.071,121.02,121.02,117.9,118.14,47887
17-May-2011,-0.6597,0.146,0.748,0.106,119.0,120.01,118.28,118.51,78118
18-May-2011,-0.9517,0.258,0.633,0.109,118.61,118.75,117.15,117.48,13411
19-May-2011,-0.9869,0.148,0.802,0.05,117.2,118.01,117.2,117.35,30085
20-May-2011,-0.8225,0.149,0.727,0.124,117.2,121.9,116.89,118.87,71712
23-May-2011,-0.8432,0.147,0.739,0.114,118.21,120.0,118.2,119.98,84967
24-May-2011,-0.8779,0.12,0.811,0.069,120.0,120.75,119.9,120.3,37229
25-May-2011,-0.9201,0.118,0.808,0.074,121.0,121.5,120.1,120.61,40753
26-May-2011,-0.765,0.116,0.823,0.062,120.03,122.0,120.03,120.68,76991
27-May-2011,-0.9791,0.181,0.761,0.059,121.0,121.35,120.05,120.7,77246
30-May-2011,-0.8184,0.094,0.87,0.036,120.75,121.14,119.2,119.48,27147
31-May-2011,-0.9638,0.148,0.779,0.073,119.99,119.99,116.8,117.32,156009
01-Jun-2011,-0.9928,0.32,0.61,0.07,118.0,118.91,117.5,118.09,61689
02-Jun-2011,-0.9888,0.2,0.734,0.066,118.26,118.26,117.5,117.6,24182
03-Jun-2011,-0.9936,0.32,0.68,0.0,117.25,117.4,116.71,116.95,24111
06-Jun-2011,-0.9814,0.167,0.802,0.031,116.0,120.0,115.25,119.54,93542
07-Jun-2011,-0.9922,0.203,0.771,0.027,119.9,120.75,119.8,120.23,118932
08-Jun-2011,-0.9686,0.187,0.795,0.018,119.8,122.0,119.8,121.74,173956
09-Jun-2011,-0.9744,0.192,0.748,0.06,121.75,121.75,120.75,120.75,17006
10-Jun-2011,-0.9643,0.183,0.738,0.08,120.6,121.0,119.93,120.1,16752
13-Jun-2011,-0.9855,0.208,0.762,0.03,120.49,121.51,119.75,120.9,149420
14-Jun-2011,-0.9122,0.136,0.815,0.05,120.5,121.95,118.75,119.61,104632
15-Jun-2011,-0.9906,0.316,0.663,0.021,119.9,120.0,118.5,118.85,17854
16-Jun-2011,-0.9857,0.223,0.726,0.051,118.95,118.95,118.0,118.12,42830
17-Jun-2011,-0.9583,0.162,0.796,0.042,118.16,118.5,117.5,117.58,19758
20-Jun-2011,-0.9872,0.268,0.69,0.042,117.58,117.58,116.5,116.68,27522
21-Jun-2011,-0.875,0.194,0.71,0.096,117.7,118.44,117.0,117.88,142926
22-Jun-2011,-0.9764,0.211,0.699,0.09,117.11,118.0,117.01,117.2,32049
23-Jun-2011,0.9517,0.082,0.723,0.195,117.5,118.5,117.02,117.67,468629
24-Jun-2011,-0.1045,0.107,0.79,0.103,117.5,117.79,117.0,117.22,30922
27-Jun-2011,-0.8779,0.157,0.785,0.059,119.0,119.0,116.11,116.22,14141
28-Jun-2011,-0.8176,0.101,0.872,0.027,115.6,116.0,114.1,114.25,117747
29-Jun-2011,-0.9842,0.272,0.659,0.07,115.0,117.0,115.0,116.06,283492
30-Jun-2011,-0.8929,0.17,0.733,0.097,116.0,116.9,116.0,116.06,46240
01-Jul-2011,-0.1779,0.095,0.808,0.097,118.0,118.0,116.0,116.03,242443
04-Jul-2011,0.0258,0.1,0.799,0.101,116.5,120.0,114.53,118.64,227243
05-Jul-2011,-0.9719,0.187,0.74,0.073,118.6,119.9,118.5,118.98,33923
06-Jul-2011,-0.8341,0.118,0.788,0.094,119.4,119.9,117.91,118.53,26453
07-Jul-2011,-0.9876,0.225,0.765,0.009,118.49,119.0,116.89,117.15,19070
08-Jul-2011,-0.9826,0.232,0.691,0.078,116.85,118.2,116.85,117.36,9636
11-Jul-2011,-0.9849,0.186,0.766,0.049,117.0,117.5,116.5,116.97,13274
12-Jul-2011,-0.9874,0.256,0.693,0.051,116.97,116.97,116.22,116.36,8390
13-Jul-2011,-0.967,0.212,0.716,0.073,117.2,118.0,116.55,116.7,31429
14-Jul-2011,0.5792,0.112,0.733,0.155,116.9,117.2,116.23,116.92,10991
15-Jul-2011,-0.2342,0.134,0.747,0.119,117.3,118.0,117.0,117.33,49434
18-Jul-2011,-0.4939,0.074,0.87,0.056,118.34,119.17,117.06,118.97,168278
19-Jul-2011,-0.9796,0.193,0.773,0.034,119.6,121.0,118.1,119.34,351071
20-Jul-2011,0.1531,0.117,0.748,0.136,120.0,120.44,119.03,120.01,160116
21-Jul-2011,-0.9335,0.178,0.769,0.053,120.99,120.99,119.16,120.08,136260
22-Jul-2011,-0.8934,0.161,0.74,0.1,120.9,122.68,120.0,121.98,342415
25-Jul-2011,-0.9744,0.171,0.785,0.043,122.0,122.0,120.2,120.51,81091
26-Jul-2011,-0.9062,0.161,0.75,0.09,121.0,121.7,120.6,121.5,117213
27-Jul-2011,-0.7579,0.096,0.873,0.031,121.0,121.25,119.65,120.32,26966
28-Jul-2011,-0.5994,0.124,0.768,0.107,119.5,120.01,119.05,119.68,16641
29-Jul-2011,-0.8779,0.166,0.738,0.096,119.5,120.25,119.26,120.0,17205
01-Aug-2011,-0.9468,0.147,0.81,0.044,120.79,122.99,120.51,121.09,46748
02-Aug-2011,-0.9674,0.225,0.708,0.067,121.01,121.04,119.5,119.9,8390
03-Aug-2011,-0.959,0.191,0.726,0.083,121.0,121.0,119.02,119.12,147603
04-Aug-2011,-0.4951,0.149,0.717,0.134,119.3,119.35,118.5,118.82,13841
05-Aug-2011,-0.8625,0.126,0.815,0.059,118.01,118.25,115.0,117.51,108294
08-Aug-2011,-0.9881,0.213,0.745,0.043,115.03,117.45,115.03,116.99,218914
09-Aug-2011,-0.7096,0.132,0.783,0.085,114.52,116.0,114.0,114.57,38200
10-Aug-2011,-0.9524,0.214,0.723,0.063,117.1,118.25,116.0,117.14,17842
11-Aug-2011,-0.959,0.167,0.781,0.053,117.0,118.0,116.5,117.21,17440
12-Aug-2011,-0.9863,0.26,0.709,0.031,118.0,122.9,117.01,121.01,135852
15-Aug-2011,-0.4767,0.131,0.75,0.119,120.15,121.75,119.01,119.35,59922
16-Aug-2011,-0.9913,0.238,0.727,0.035,118.05,120.5,118.05,119.84,86726
17-Aug-2011,-0.9471,0.186,0.731,0.083,120.3,121.5,119.01,120.6,152766
18-Aug-2011,0.7269,0.101,0.748,0.151,120.5,120.5,117.55,118.37,124416
19-Aug-2011,-0.9913,0.348,0.652,0.0,116.95,116.95,114.25,116.43,21646
22-Aug-2011,-0.9647,0.182,0.818,0.0,115.02,117.0,115.0,116.57,14047
23-Aug-2011,-0.9635,0.195,0.784,0.021,116.0,116.25,115.02,116.0,12440
24-Aug-2011,-0.9671,0.207,0.699,0.094,116.5,117.5,116.05,116.78,14028
25-Aug-2011,-0.936,0.152,0.778,0.07,116.5,117.0,115.0,116.56,28988
29-Aug-2011,-0.8555,0.15,0.777,0.073,115.8,116.55,115.15,115.87,10089
30-Aug-2011,-0.9914,0.314,0.65,0.035,115.0,116.7,115.0,116.54,13841
05-Sep-2011,-0.9186,0.198,0.683,0.119,117.0,119.35,117.0,117.59,10843
06-Sep-2011,-0.9501,0.211,0.707,0.082,116.5,118.25,116.5,117.87,50621
07-Sep-2011,-0.9169,0.19,0.698,0.112,117.71,118.5,117.0,117.28,19445
08-Sep-2011,-0.9517,0.168,0.769,0.063,117.5,118.1,117.0,117.0,15353
09-Sep-2011,-0.9451,0.181,0.719,0.1,114.06,117.5,114.06,115.57,12868
12-Sep-2011,0.0772,0.062,0.882,0.056,116.01,116.25,115.01,116.06,10577
13-Sep-2011,-0.9619,0.218,0.671,0.111,115.51,118.95,115.5,118.05,24377
14-Sep-2011,-0.0112,0.141,0.711,0.148,117.3,118.0,116.5,117.1,18046
15-Sep-2011,-0.9786,0.237,0.66,0.103,116.6,117.7,116.5,117.51,28250
16-Sep-2011,-0.9695,0.221,0.712,0.067,117.88,117.97,116.7,117.28,6290
19-Sep-2011,-0.986,0.239,0.716,0.045,116.77,117.7,116.77,117.0,7822
20-Sep-2011,-0.9287,0.174,0.74,0.086,116.52,118.5,116.52,118.48,68174
21-Sep-2011,-0.3182,0.111,0.787,0.102,117.55,120.79,117.55,119.86,344448
22-Sep-2011,-0.8689,0.161,0.723,0.116,120.0,121.0,119.0,119.52,207552
23-Sep-2011,-0.9477,0.166,0.78,0.054,119.0,121.0,117.56,118.49,218412
26-Sep-2011,-0.6115,0.103,0.8,0.097,116.6,117.1,115.11,117.0,41069
27-Sep-2011,-0.9712,0.225,0.697,0.078,116.05,119.0,116.05,118.71,21037
28-Sep-2011,-0.9776,0.18,0.782,0.039,119.97,119.97,118.12,118.32,13142
29-Sep-2011,-0.9648,0.192,0.754,0.054,118.32,118.89,117.5,118.0,14525
30-Sep-2011,0.2278,0.164,0.672,0.164,119.2,120.0,118.01,119.36,21622
03-Oct-2011,-0.9816,0.27,0.666,0.064,118.05,119.2,118.0,118.4,16337
04-Oct-2011,-0.9816,0.203,0.749,0.048,118.97,120.07,118.0,119.26,175637
05-Oct-2011,-0.3182,0.102,0.819,0.079,119.25,120.48,118.31,118.7,62202
06-Oct-2011,-0.9081,0.162,0.739,0.1,120.0,120.0,117.9,118.27,52183
07-Oct-2011,-0.9274,0.184,0.738,0.078,118.97,119.0,118.01,118.77,48557
10-Oct-2011,-0.25,0.062,0.89,0.048,121.0,122.5,118.02,118.91,266633
11-Oct-2011,-0.7351,0.098,0.828,0.074,119.0,119.2,117.5,117.67,70414
12-Oct-2011,-0.9081,0.187,0.7,0.113,117.67,118.15,117.5,117.83,36768
13-Oct-2011,-0.9793,0.216,0.688,0.096,118.59,118.59,116.25,116.48,64202
14-Oct-2011,-0.0,0.13,0.735,0.136,117.0,117.0,116.5,116.92,9400
17-Oct-2011,-0.8271,0.127,0.799,0.074,117.94,119.6,115.7,116.12,581057
18-Oct-2011,-0.8913,0.147,0.761,0.092,117.5,117.9,116.5,117.12,46899
19-Oct-2011,-0.9254,0.12,0.799,0.081,117.8,117.8,115.35,116.13,272796
20-Oct-2011,0.0516,0.132,0.735,0.133,116.05,116.5,115.55,116.0,132971
21-Oct-2011,-0.91,0.193,0.683,0.124,116.01,116.1,115.5,115.86,53478
25-Oct-2011,-0.9571,0.173,0.746,0.081,116.9,117.0,116.0,116.28,37814
26-Oct-2011,-0.3612,0.138,0.714,0.148,116.0,116.78,115.7,116.14,19961
27-Oct-2011,-0.9528,0.144,0.826,0.03,116.0,117.49,115.5,115.63,10079
28-Oct-2011,-0.9423,0.21,0.686,0.104,116.0,119.0,116.0,117.79,37314
31-Oct-2011,-0.9686,0.256,0.696,0.048,117.0,119.49,117.0,117.49,100679
01-Nov-2011,-0.9201,0.157,0.769,0.074,117.25,118.43,117.25,117.54,27394
02-Nov-2011,0.0772,0.179,0.621,0.199,116.18,119.0,116.18,118.73,47396
03-Nov-2011,-0.9081,0.159,0.803,0.039,116.06,116.25,115.0,115.07,88446
04-Nov-2011,-0.1027,0.058,0.889,0.053,115.52,115.9,115.1,115.54,10194
10-Nov-2011,-0.8627,0.141,0.787,0.071,115.75,117.45,115.5,115.57,226938
14-Nov-2011,-0.9753,0.209,0.698,0.093,115.6,116.45,115.5,115.83,31279
15-Nov-2011,-0.3707,0.118,0.779,0.103,115.4,116.0,115.3,115.7,21159
16-Nov-2011,-0.9736,0.186,0.739,0.075,115.15,115.69,115.0,115.1,17731
17-Nov-2011,-0.9925,0.237,0.724,0.039,114.89,115.5,114.3,114.54,39520
18-Nov-2011,-0.8788,0.161,0.76,0.079,114.25,115.09,113.61,114.92,19062
21-Nov-2011,-0.296,0.088,0.832,0.08,114.25,115.25,114.0,114.48,16064
22-Nov-2011,-0.967,0.171,0.774,0.055,114.5,115.25,114.25,115.03,23590
23-Nov-2011,-0.34,0.052,0.911,0.038,115.05,115.7,115.0,115.41,28729
24-Nov-2011,0.8591,0.081,0.769,0.15,115.25,116.1,112.35,112.6,319942
25-Nov-2011,-0.9201,0.156,0.777,0.067,113.0,113.1,112.41,112.83,30749
28-Nov-2011,-0.765,0.167,0.714,0.119,113.0,113.0,111.01,111.26,10347
29-Nov-2011,-0.1926,0.115,0.801,0.084,111.5,112.5,111.0,111.99,21931
30-Nov-2011,-0.9338,0.177,0.738,0.084,112.1,113.0,112.1,112.82,13777
01-Dec-2011,-0.9382,0.187,0.74,0.073,112.9,113.25,112.0,112.12,11846
02-Dec-2011,-0.9491,0.167,0.765,0.068,111.95,112.15,111.0,112.06,13047
07-Dec-2011,-0.9612,0.227,0.773,0.0,111.85,111.9,110.0,110.16,13957
08-Dec-2011,-0.9693,0.216,0.739,0.044,108.32,111.07,108.32,110.97,9694
09-Dec-2011,-0.9382,0.13,0.821,0.049,109.87,111.13,109.51,110.88,9527
12-Dec-2011,-0.9545,0.172,0.808,0.019,111.28,112.1,110.99,111.38,17461
13-Dec-2011,-0.802,0.08,0.867,0.053,111.01,111.05,110.05,110.34,13925
14-Dec-2011,-0.8582,0.123,0.784,0.093,110.75,110.9,110.5,110.62,8550
15-Dec-2011,-0.9403,0.12,0.863,0.017,109.3,110.85,107.75,108.52,75089
16-Dec-2011,0.4051,0.096,0.785,0.119,105.95,109.99,105.95,107.66,26522
19-Dec-2011,-0.9612,0.159,0.765,0.076,107.31,108.65,107.0,108.04,10742
20-Dec-2011,-0.9485,0.143,0.818,0.039,107.26,109.55,107.25,109.07,9934
21-Dec-2011,-0.9062,0.112,0.841,0.047,109.5,109.9,108.5,108.52,25888
22-Dec-2011,-0.93,0.144,0.799,0.057,108.99,108.99,108.0,108.06,5017
23-Dec-2011,-0.743,0.1,0.822,0.078,107.97,108.96,107.71,107.8,17729
26-Dec-2011,-0.872,0.163,0.743,0.094,108.01,108.2,107.36,107.5,10255
27-Dec-2011,-0.936,0.208,0.665,0.127,107.3,108.0,107.0,107.17,8202
28-Dec-2011,-0.9738,0.186,0.764,0.051,107.0,108.0,106.96,107.0,253213
29-Dec-2011,-0.9919,0.251,0.679,0.069,107.99,109.0,107.25,108.0,11523
30-Dec-2011,-0.9468,0.15,0.798,0.051,108.68,108.89,106.0,106.08,108909
02-Jan-2012,-0.9924,0.204,0.748,0.048,105.9,107.5,105.9,107.2,8463
03-Jan-2012,-0.7102,0.14,0.746,0.114,107.2,111.5,107.16,111.05,29561
04-Jan-2012,-0.9883,0.195,0.74,0.065,111.5,112.8,108.61,108.87,52720
05-Jan-2012,-0.9022,0.131,0.784,0.085,109.45,109.49,107.5,107.85,33773
06-Jan-2012,0.5267,0.1,0.765,0.135,108.31,109.9,106.6,108.22,32136
09-Jan-2012,-0.9121,0.14,0.787,0.073,107.8,108.25,107.7,107.81,188600
10-Jan-2012,-0.969,0.144,0.817,0.039,107.5,108.5,106.02,106.88,18143
11-Jan-2012,-0.9686,0.161,0.787,0.053,106.13,106.9,106.0,106.39,26705
12-Jan-2012,-0.9612,0.152,0.764,0.084,106.5,106.5,105.5,105.54,12830
13-Jan-2012,-0.9874,0.165,0.809,0.026,107.25,107.3,105.81,106.15,43624
16-Jan-2012,-0.91,0.142,0.773,0.085,106.25,107.0,106.06,106.73,44142
17-Jan-2012,-0.8271,0.106,0.842,0.052,106.97,108.51,106.71,108.05,25851
18-Jan-2012,-0.9325,0.161,0.743,0.095,108.11,110.05,108.05,109.95,107487
19-Jan-2012,0.304,0.081,0.826,0.093,109.95,111.0,108.76,109.01,30678
20-Jan-2012,-0.9419,0.187,0.728,0.085,109.5,111.5,109.5,110.49,167681
23-Jan-2012,-0.9798,0.188,0.767,0.045,113.0,114.93,111.56,114.45,185663
24-Jan-2012,-0.9595,0.172,0.765,0.063,114.02,118.34,113.5,116.41,111116
25-Jan-2012,-0.9738,0.178,0.744,0.078,118.35,118.35,115.7,115.93,54194
26-Jan-2012,-0.9824,0.19,0.748,0.062,115.55,116.49,114.5,114.78,17915
27-Jan-2012,-0.4889,0.059,0.892,0.05,114.1,116.6,114.1,114.82,14065
30-Jan-2012,-0.9393,0.112,0.844,0.044,114.5,115.4,114.0,114.11,12921
31-Jan-2012,-0.9793,0.195,0.746,0.059,113.99,115.2,113.99,114.23,7155
01-Feb-2012,-0.9378,0.16,0.749,0.091,114.25,115.0,114.25,114.3,8809
02-Feb-2012,-0.9679,0.129,0.803,0.068,114.93,115.55,114.2,114.76,29653
03-Feb-2012,-0.9931,0.213,0.769,0.017,114.04,116.25,114.04,116.02,38353
06-Feb-2012,-0.9712,0.234,0.686,0.08,116.0,118.5,116.0,117.14,78442
07-Feb-2012,0.4019,0.073,0.836,0.092,117.8,119.1,117.25,118.86,63675
08-Feb-2012,-0.9929,0.2,0.741,0.058,118.2,120.5,116.0,119.18,52836
09-Feb-2012,-0.9264,0.116,0.835,0.049,119.5,120.0,118.25,119.39,23796
10-Feb-2012,-0.9282,0.114,0.845,0.041,120.0,124.4,119.3,121.88,255229
13-Feb-2012,-0.8822,0.141,0.781,0.078,119.51,122.55,119.51,121.95,89691
14-Feb-2012,-0.9925,0.221,0.746,0.033,122.0,122.75,121.2,121.24,36132
15-Feb-2012,-0.6966,0.103,0.818,0.079,121.5,121.5,118.51,119.24,59766
16-Feb-2012,-0.987,0.192,0.753,0.055,119.75,119.98,117.4,117.57,143621
17-Feb-2012,-0.9596,0.159,0.764,0.077,118.45,120.5,117.51,118.94,202730
20-Feb-2012,-0.9584,0.161,0.762,0.077,118.94,119.9,118.13,118.49,60339
21-Feb-2012,-0.9717,0.127,0.837,0.036,119.39,120.3,118.55,118.7,90055
22-Feb-2012,-0.9724,0.189,0.738,0.073,119.96,124.5,119.5,123.5,295218
23-Feb-2012,-0.9806,0.167,0.779,0.054,123.7,126.5,122.5,125.17,518509
24-Feb-2012,-0.9153,0.152,0.737,0.111,125.35,127.75,121.65,122.56,959960
27-Feb-2012,-0.9468,0.163,0.765,0.072,122.6,123.0,120.75,121.4,612010
28-Feb-2012,-0.9552,0.128,0.796,0.076,121.5,121.84,120.25,120.47,112623
29-Feb-2012,-0.9601,0.135,0.799,0.066,120.21,121.9,120.11,120.6,246263
01-Mar-2012,-0.9592,0.147,0.79,0.063,120.15,120.87,119.27,120.01,300708
02-Mar-2012,-0.9557,0.15,0.806,0.044,120.0,120.75,120.0,120.2,125287
05-Mar-2012,-0.959,0.167,0.767,0.066,120.0,121.0,120.0,120.49,187319
06-Mar-2012,-0.9856,0.197,0.734,0.069,120.25,120.89,120.04,120.25,210719
07-Mar-2012,-0.9508,0.155,0.769,0.076,119.61,120.48,119.0,119.21,114022
08-Mar-2012,-0.9781,0.2,0.713,0.087,120.15,120.15,118.6,119.97,153477
09-Mar-2012,-0.9898,0.25,0.679,0.071,120.0,120.43,118.0,118.81,217941
12-Mar-2012,-0.9565,0.166,0.774,0.06,119.85,120.5,119.01,119.11,178584
13-Mar-2012,-0.9578,0.169,0.768,0.063,119.11,119.4,118.01,118.62,90970
14-Mar-2012,-0.9514,0.122,0.835,0.043,118.3,120.0,118.3,119.42,105386
15-Mar-2012,-0.9489,0.146,0.808,0.045,119.7,120.0,119.0,119.78,91402
16-Mar-2012,-0.0516,0.09,0.821,0.089,107.4,107.4,103.0,103.89,74968
19-Mar-2012,-0.9423,0.136,0.807,0.057,104.0,104.0,101.5,101.79,60830
20-Mar-2012,-0.9471,0.144,0.777,0.079,102.65,103.85,101.4,103.4,46281
21-Mar-2012,-0.886,0.134,0.787,0.079,103.1,103.1,98.25,100.74,149859
