Date,compund,neg,neu,pos,Open,High,Low,Close,Volume
14-Mar-2011,-0.8729,0.174,0.708,0.118,226.0,228.4,225.17,225.77,513243
15-Mar-2011,-0.9871,0.283,0.699,0.018,226.2,226.5,218.52,219.61,590052
16-Mar-2011,-0.9882,0.222,0.778,0.0,221.49,223.99,213.62,216.48,871181
17-Mar-2011,-0.8979,0.162,0.743,0.094,219.0,220.05,216.34,218.16,955119
18-Mar-2011,-0.9825,0.264,0.666,0.07,218.25,222.8,214.01,216.23,1269219
21-Mar-2011,-0.994,0.255,0.716,0.029,194.99,195.0,192.2,192.72,256276
22-Mar-2011,-0.9677,0.248,0.676,0.076,194.05,197.4,193.2,194.34,733299
24-Mar-2011,-0.9598,0.199,0.743,0.058,195.0,196.0,194.6,194.88,373019
25-Mar-2011,-0.9885,0.241,0.709,0.05,195.8,196.4,195.0,195.66,462710
28-Mar-2011,-0.6555,0.114,0.797,0.09,195.5,199.65,195.5,197.03,537171
29-Mar-2011,-0.9313,0.185,0.716,0.099,197.99,202.0,197.8,201.38,809827
30-Mar-2011,0.9555,0.0,0.76,0.24,202.6,206.25,202.0,205.71,651624
31-Mar-2011,-0.9936,0.243,0.704,0.053,206.77,208.5,205.7,207.54,853056
01-Apr-2011,-0.9702,0.2,0.698,0.102,207.7,209.0,206.55,208.53,744042
04-Apr-2011,-0.8688,0.123,0.839,0.037,208.5,210.1,207.11,207.35,1021047
05-Apr-2011,0.8074,0.096,0.729,0.175,207.99,208.01,206.02,207.8,611270
06-Apr-2011,-0.8997,0.161,0.741,0.099,207.99,209.02,206.25,206.63,756120
07-Apr-2011,-0.9915,0.336,0.664,0.0,206.98,207.15,204.5,205.2,293238
08-Apr-2011,-0.9756,0.179,0.792,0.029,205.0,208.45,205.0,207.99,400176
11-Apr-2011,-0.9477,0.156,0.802,0.042,208.0,208.2,205.9,206.54,167801
12-Apr-2011,-0.8296,0.131,0.782,0.087,206.89,207.0,204.9,205.42,122821
13-Apr-2011,-0.9584,0.209,0.73,0.061,206.4,206.4,203.0,204.71,129128
14-Apr-2011,-0.9786,0.21,0.733,0.056,204.95,206.5,203.15,203.61,116451
15-Apr-2011,-0.3612,0.085,0.834,0.081,204.0,204.5,200.5,202.07,240930
18-Apr-2011,-0.9274,0.151,0.768,0.081,202.5,203.84,201.25,201.72,164326
19-Apr-2011,-0.5423,0.103,0.806,0.091,201.0,201.07,197.11,197.67,241711
20-Apr-2011,-0.8591,0.16,0.727,0.113,198.29,201.25,197.31,200.53,223046
21-Apr-2011,0.7783,0.078,0.777,0.145,200.25,203.89,198.25,202.33,339109
22-Apr-2011,0.1511,0.113,0.752,0.134,203.0,205.37,202.3,204.28,386833
25-Apr-2011,-0.9657,0.203,0.725,0.071,203.95,204.94,202.65,202.93,104619
26-Apr-2011,-0.8591,0.155,0.772,0.073,202.56,207.89,202.01,206.88,715325
27-Apr-2011,-0.7096,0.093,0.855,0.052,208.0,208.05,205.65,206.24,508085
28-Apr-2011,-0.9349,0.203,0.681,0.116,206.0,206.7,204.0,204.69,188693
29-Apr-2011,-0.9426,0.247,0.633,0.119,205.0,208.0,204.8,207.05,619566
02-May-2011,-0.9805,0.219,0.711,0.07,207.9,208.01,205.11,205.49,261812
03-May-2011,-0.8126,0.131,0.788,0.081,206.0,207.1,202.26,203.36,199834
04-May-2011,-0.9931,0.282,0.661,0.056,203.99,204.9,196.51,198.55,441453
05-May-2011,-0.9509,0.196,0.777,0.027,199.01,204.45,199.0,203.01,372247
06-May-2011,-0.9837,0.324,0.661,0.015,202.01,204.0,200.3,202.72,377051
09-May-2011,-0.4767,0.147,0.732,0.121,203.25,205.8,202.51,205.03,449833
10-May-2011,-0.9477,0.181,0.775,0.045,205.8,206.88,204.8,205.93,191127
11-May-2011,-0.7059,0.112,0.815,0.073,205.99,207.2,204.5,205.44,216078
12-May-2011,-0.969,0.176,0.774,0.05,205.01,205.01,203.02,204.52,98190
13-May-2011,-0.9814,0.217,0.747,0.036,204.75,205.89,203.55,204.8,113230
16-May-2011,-0.9485,0.192,0.737,0.071,204.1,204.7,202.5,203.77,141631
17-May-2011,-0.6597,0.146,0.748,0.106,204.55,205.7,204.11,204.42,118444
18-May-2011,-0.9517,0.258,0.633,0.109,205.0,205.45,203.95,205.06,241489
19-May-2011,-0.9869,0.148,0.802,0.05,205.07,206.4,204.7,206.06,312800
20-May-2011,-0.8225,0.149,0.727,0.124,206.0,208.0,205.2,207.79,534913
23-May-2011,-0.8432,0.147,0.739,0.114,207.79,208.9,205.35,207.73,1019629
24-May-2011,-0.8779,0.12,0.811,0.069,208.0,208.99,207.05,208.01,221974
25-May-2011,-0.9201,0.118,0.808,0.074,208.3,209.4,207.0,208.3,439176
26-May-2011,-0.765,0.116,0.823,0.062,208.6,210.85,208.16,210.04,787418
27-May-2011,-0.9791,0.181,0.761,0.059,210.0,210.95,208.75,210.57,266573
30-May-2011,-0.8184,0.094,0.87,0.036,210.01,210.69,208.06,208.56,80996
31-May-2011,-0.9638,0.148,0.779,0.073,207.31,209.25,207.01,207.97,393197
01-Jun-2011,-0.9928,0.32,0.61,0.07,205.59,206.75,202.15,203.53,702191
02-Jun-2011,-0.9888,0.2,0.734,0.066,203.0,203.79,200.5,201.07,512062
03-Jun-2011,-0.9936,0.32,0.68,0.0,201.5,201.74,199.75,200.2,350203
06-Jun-2011,-0.9814,0.167,0.802,0.031,199.6,205.75,199.0,204.01,797945
07-Jun-2011,-0.9922,0.203,0.771,0.027,203.75,207.7,203.25,206.52,590241
08-Jun-2011,-0.9686,0.187,0.795,0.018,207.0,209.4,206.15,208.1,673556
09-Jun-2011,-0.9744,0.192,0.748,0.06,208.5,208.85,205.11,205.54,165653
10-Jun-2011,-0.9643,0.183,0.738,0.08,206.25,206.44,205.41,205.64,83827
13-Jun-2011,-0.9855,0.208,0.762,0.03,206.6,206.7,203.0,203.66,107803
14-Jun-2011,-0.9122,0.136,0.815,0.05,203.98,205.65,203.6,204.26,97645
15-Jun-2011,-0.9906,0.316,0.663,0.021,205.0,205.25,203.5,203.93,98971
16-Jun-2011,-0.9857,0.223,0.726,0.051,204.0,206.25,203.0,205.11,240650
17-Jun-2011,-0.9583,0.162,0.796,0.042,205.1,206.02,203.15,203.35,314769
20-Jun-2011,-0.9872,0.268,0.69,0.042,203.75,203.75,199.0,199.62,277436
21-Jun-2011,-0.875,0.194,0.71,0.096,200.0,203.3,198.5,202.44,224931
22-Jun-2011,-0.9764,0.211,0.699,0.09,202.97,205.24,201.0,202.71,517941
23-Jun-2011,0.9517,0.082,0.723,0.195,203.0,207.0,203.0,205.96,675196
24-Jun-2011,-0.1045,0.107,0.79,0.103,206.2,206.5,203.26,203.8,195700
27-Jun-2011,-0.8779,0.157,0.785,0.059,202.25,204.0,201.5,202.1,91789
28-Jun-2011,-0.8176,0.101,0.872,0.027,202.0,202.0,197.0,197.9,418172
29-Jun-2011,-0.9842,0.272,0.659,0.07,198.4,201.0,198.4,199.3,480613
30-Jun-2011,-0.8929,0.17,0.733,0.097,199.97,201.74,198.75,199.3,235080
01-Jul-2011,-0.1779,0.095,0.808,0.097,201.5,202.0,190.99,198.41,453230
04-Jul-2011,0.0258,0.1,0.799,0.101,198.0,204.0,197.26,203.4,448793
05-Jul-2011,-0.9719,0.187,0.74,0.073,203.4,206.7,203.4,205.39,503556
06-Jul-2011,-0.8341,0.118,0.788,0.094,205.65,206.54,203.52,204.19,206503
07-Jul-2011,-0.9876,0.225,0.765,0.009,204.9,206.25,202.0,202.9,202381
08-Jul-2011,-0.9826,0.232,0.691,0.078,203.29,203.5,200.3,201.82,103039
11-Jul-2011,-0.9849,0.186,0.766,0.049,202.3,203.1,200.9,201.74,118688
12-Jul-2011,-0.9874,0.256,0.693,0.051,202.49,202.49,199.6,199.88,194921
13-Jul-2011,-0.967,0.212,0.716,0.073,200.49,201.2,198.7,198.97,249694
14-Jul-2011,0.5792,0.112,0.733,0.155,198.25,199.4,198.0,198.44,63130
15-Jul-2011,-0.2342,0.134,0.747,0.119,199.0,200.9,198.01,199.65,376452
18-Jul-2011,-0.4939,0.074,0.87,0.056,200.69,200.75,198.05,198.54,113538
19-Jul-2011,-0.9796,0.193,0.773,0.034,199.99,199.99,197.51,197.83,1001195
20-Jul-2011,0.1531,0.117,0.748,0.136,198.25,198.75,195.52,196.07,418241
21-Jul-2011,-0.9335,0.178,0.769,0.053,197.0,198.15,196.36,197.25,230697
22-Jul-2011,-0.8934,0.161,0.74,0.1,197.5,200.0,197.0,197.4,981401
25-Jul-2011,-0.9744,0.171,0.785,0.043,198.0,198.2,192.0,192.45,740781
26-Jul-2011,-0.9062,0.161,0.75,0.09,192.7,196.0,192.7,195.32,1069222
27-Jul-2011,-0.7579,0.096,0.873,0.031,195.8,196.25,194.0,194.18,426611
28-Jul-2011,-0.5994,0.124,0.768,0.107,194.18,195.45,185.5,188.3,1184361
29-Jul-2011,-0.8779,0.166,0.738,0.096,186.18,189.8,185.1,186.43,2195107
01-Aug-2011,-0.9468,0.147,0.81,0.044,186.43,189.74,182.55,185.04,524121
02-Aug-2011,-0.9674,0.225,0.708,0.067,185.0,189.0,184.5,187.36,495838
03-Aug-2011,-0.959,0.191,0.726,0.083,187.0,187.0,180.5,181.79,532572
04-Aug-2011,-0.4951,0.149,0.717,0.134,181.15,185.2,181.15,184.35,666372
05-Aug-2011,-0.8625,0.126,0.815,0.059,183.01,183.7,175.14,175.18,1091966
08-Aug-2011,-0.9881,0.213,0.745,0.043,173.0,178.44,166.51,174.76,1131677
09-Aug-2011,-0.7096,0.132,0.783,0.085,167.7,172.0,166.03,166.03,1936303
10-Aug-2011,-0.9524,0.214,0.723,0.063,174.25,174.33,169.65,173.53,1058470
11-Aug-2011,-0.959,0.167,0.781,0.053,172.0,175.25,169.0,174.67,628236
12-Aug-2011,-0.9863,0.26,0.709,0.031,175.9,179.94,175.15,176.15,454947
15-Aug-2011,-0.4767,0.131,0.75,0.119,178.0,178.0,174.3,175.16,177900
16-Aug-2011,-0.9913,0.238,0.727,0.035,174.55,175.3,173.7,174.23,241140
17-Aug-2011,-0.9471,0.186,0.731,0.083,174.0,175.88,173.8,174.86,106920
18-Aug-2011,0.7269,0.101,0.748,0.151,174.5,175.0,172.5,174.6,176953
19-Aug-2011,-0.9913,0.348,0.652,0.0,171.9,172.35,169.0,170.95,125873
22-Aug-2011,-0.9647,0.182,0.818,0.0,170.55,173.5,169.2,170.36,208127
23-Aug-2011,-0.9635,0.195,0.784,0.021,170.0,172.25,169.0,169.08,235991
24-Aug-2011,-0.9671,0.207,0.699,0.094,170.3,171.64,164.0,165.32,736501
25-Aug-2011,-0.936,0.152,0.778,0.07,165.49,170.5,161.61,168.9,829788
29-Aug-2011,-0.8555,0.15,0.777,0.073,167.0,168.5,162.0,164.83,472862
30-Aug-2011,-0.9914,0.314,0.65,0.035,162.99,168.5,162.9,167.78,118337
05-Sep-2011,-0.9186,0.198,0.683,0.119,168.01,175.19,167.0,174.16,508748
06-Sep-2011,-0.9501,0.211,0.707,0.082,174.3,180.6,173.99,179.18,893669
07-Sep-2011,-0.9169,0.19,0.698,0.112,179.5,182.0,177.5,179.54,749461
08-Sep-2011,-0.9517,0.168,0.769,0.063,180.0,181.75,177.9,178.36,320103
09-Sep-2011,-0.9451,0.181,0.719,0.1,178.49,179.3,175.5,176.06,410654
12-Sep-2011,0.0772,0.062,0.882,0.056,175.4,175.4,172.8,173.46,174829
13-Sep-2011,-0.9619,0.218,0.671,0.111,173.01,175.5,171.0,175.26,131489
14-Sep-2011,-0.0112,0.141,0.711,0.148,175.01,176.0,174.0,174.38,69547
15-Sep-2011,-0.9786,0.237,0.66,0.103,174.99,176.5,174.26,174.82,255092
16-Sep-2011,-0.9695,0.221,0.712,0.067,174.0,175.51,174.0,174.98,206547
19-Sep-2011,-0.986,0.239,0.716,0.045,175.0,175.75,174.0,174.53,187622
20-Sep-2011,-0.9287,0.174,0.74,0.086,175.25,177.8,174.1,177.29,406450
21-Sep-2011,-0.3182,0.111,0.787,0.102,177.29,184.9,177.29,183.75,2260718
22-Sep-2011,-0.8689,0.161,0.723,0.116,183.0,184.19,179.6,180.43,557874
23-Sep-2011,-0.9477,0.166,0.78,0.054,177.3,178.25,173.31,173.84,1048222
26-Sep-2011,-0.6115,0.103,0.8,0.097,171.7,172.99,166.05,167.42,436749
27-Sep-2011,-0.9712,0.225,0.697,0.078,169.51,174.49,169.51,173.93,347113
28-Sep-2011,-0.9776,0.18,0.782,0.039,174.51,175.49,173.0,173.56,607390
29-Sep-2011,-0.9648,0.192,0.754,0.054,173.5,174.1,172.5,173.4,320896
30-Sep-2011,0.2278,0.164,0.672,0.164,173.1,176.0,172.7,173.27,786558
03-Oct-2011,-0.9816,0.27,0.666,0.064,172.9,173.9,172.4,173.16,195325
04-Oct-2011,-0.9816,0.203,0.749,0.048,173.0,175.0,173.0,174.15,1355424
05-Oct-2011,-0.3182,0.102,0.819,0.079,174.25,174.6,172.51,173.2,592714
06-Oct-2011,-0.9081,0.162,0.739,0.1,174.6,174.82,170.86,171.43,515494
07-Oct-2011,-0.9274,0.184,0.738,0.078,171.5,172.7,170.55,170.91,296370
10-Oct-2011,-0.25,0.062,0.89,0.048,179.45,179.45,170.1,170.97,1858586
11-Oct-2011,-0.7351,0.098,0.828,0.074,171.5,171.5,168.5,168.83,733546
12-Oct-2011,-0.9081,0.187,0.7,0.113,169.1,169.1,166.12,167.18,713701
13-Oct-2011,-0.9793,0.216,0.688,0.096,168.01,169.6,166.25,166.77,475205
14-Oct-2011,-0.0,0.13,0.735,0.136,167.29,168.5,164.95,167.89,857079
17-Oct-2011,-0.8271,0.127,0.799,0.074,168.0,169.7,167.11,168.05,721608
18-Oct-2011,-0.8913,0.147,0.761,0.092,167.55,168.54,165.51,166.09,437802
19-Oct-2011,-0.9254,0.12,0.799,0.081,166.75,166.88,157.79,157.79,1720000
20-Oct-2011,0.0516,0.132,0.735,0.133,156.52,162.25,155.99,161.7,1216570
21-Oct-2011,-0.91,0.193,0.683,0.124,161.6,162.4,158.5,159.73,386253
25-Oct-2011,-0.9571,0.173,0.746,0.081,162.0,164.95,160.87,161.64,1268926
26-Oct-2011,-0.3612,0.138,0.714,0.148,162.0,162.3,158.35,159.03,283379
27-Oct-2011,-0.9528,0.144,0.826,0.03,158.75,160.0,151.08,151.4,797048
28-Oct-2011,-0.9423,0.21,0.686,0.104,152.0,155.9,152.0,154.85,742729
31-Oct-2011,-0.9686,0.256,0.696,0.048,156.76,162.49,156.45,160.05,1383443
01-Nov-2011,-0.9201,0.157,0.769,0.074,161.4,161.4,154.0,154.28,527379
02-Nov-2011,0.0772,0.179,0.621,0.199,154.11,155.0,152.31,154.54,143011
03-Nov-2011,-0.9081,0.159,0.803,0.039,155.5,157.25,154.3,154.94,369710
04-Nov-2011,-0.1027,0.058,0.889,0.053,156.45,156.79,155.5,155.77,637127
10-Nov-2011,-0.8627,0.141,0.787,0.071,156.35,161.5,156.1,160.41,1363637
14-Nov-2011,-0.9753,0.209,0.698,0.093,163.25,163.6,160.51,161.26,709640
15-Nov-2011,-0.3707,0.118,0.779,0.103,160.6,161.5,159.15,160.03,971152
16-Nov-2011,-0.9736,0.186,0.739,0.075,160.5,160.65,159.0,159.63,1392511
17-Nov-2011,-0.9925,0.237,0.724,0.039,160.0,162.0,159.2,160.04,374330
18-Nov-2011,-0.8788,0.161,0.76,0.079,160.89,160.9,159.35,160.3,152082
21-Nov-2011,-0.296,0.088,0.832,0.08,160.8,161.39,158.5,159.62,387485
22-Nov-2011,-0.967,0.171,0.774,0.055,159.0,159.8,157.25,157.69,895618
23-Nov-2011,-0.34,0.052,0.911,0.038,158.9,158.9,153.55,154.2,287382
24-Nov-2011,0.8591,0.081,0.769,0.15,154.5,154.52,152.51,153.13,499509
25-Nov-2011,-0.9201,0.156,0.777,0.067,153.5,153.85,152.0,152.31,175812
28-Nov-2011,-0.765,0.167,0.714,0.119,151.49,151.49,147.74,148.0,2411081
29-Nov-2011,-0.1926,0.115,0.801,0.084,148.0,151.5,147.3,148.97,760684
30-Nov-2011,-0.9338,0.177,0.738,0.084,149.8,152.6,148.6,151.37,664662
01-Dec-2011,-0.9382,0.187,0.74,0.073,150.5,152.3,149.1,151.05,1276456
02-Dec-2011,-0.9491,0.167,0.765,0.068,151.0,151.05,146.6,147.27,516809
07-Dec-2011,-0.9612,0.227,0.773,0.0,147.85,149.7,144.0,144.96,461397
08-Dec-2011,-0.9693,0.216,0.739,0.044,143.41,149.1,143.4,148.57,531755
09-Dec-2011,-0.9382,0.13,0.821,0.049,149.0,149.0,146.9,147.95,650646
12-Dec-2011,-0.9545,0.172,0.808,0.019,148.8,151.8,147.4,147.87,857325
13-Dec-2011,-0.802,0.08,0.867,0.053,148.05,148.6,146.2,146.53,215877
14-Dec-2011,-0.8582,0.123,0.784,0.093,147.0,147.4,143.5,144.36,559719
15-Dec-2011,-0.9403,0.12,0.863,0.017,144.0,144.0,138.5,139.67,537811
16-Dec-2011,0.4051,0.096,0.785,0.119,136.51,138.0,135.0,137.05,565594
19-Dec-2011,-0.9612,0.159,0.765,0.076,139.25,140.89,136.0,137.26,264775
20-Dec-2011,-0.9485,0.143,0.818,0.039,138.9,141.4,137.5,140.7,2416948
21-Dec-2011,-0.9062,0.112,0.841,0.047,141.0,143.51,139.4,139.76,705665
22-Dec-2011,-0.93,0.144,0.799,0.057,140.0,142.0,139.4,141.5,359906
23-Dec-2011,-0.743,0.1,0.822,0.078,141.1,142.6,138.5,139.83,375824
26-Dec-2011,-0.872,0.163,0.743,0.094,140.75,141.45,137.6,138.41,269966
27-Dec-2011,-0.936,0.208,0.665,0.127,138.6,139.01,136.33,136.84,306497
28-Dec-2011,-0.9738,0.186,0.764,0.051,137.0,137.99,136.66,137.04,218488
29-Dec-2011,-0.9919,0.251,0.679,0.069,137.77,138.75,137.36,138.12,293342
30-Dec-2011,-0.9468,0.15,0.798,0.051,139.45,139.45,134.0,134.6,617242
02-Jan-2012,-0.9924,0.204,0.748,0.048,134.0,137.85,133.0,137.08,1094024
03-Jan-2012,-0.7102,0.14,0.746,0.114,137.94,143.93,137.21,143.93,1141535
04-Jan-2012,-0.9883,0.195,0.74,0.065,146.52,147.6,144.16,145.5,1159418
05-Jan-2012,-0.9022,0.131,0.784,0.085,145.5,146.5,143.5,144.04,672291
06-Jan-2012,0.5267,0.1,0.765,0.135,144.5,145.5,143.4,144.8,598738
09-Jan-2012,-0.9121,0.14,0.787,0.073,145.69,145.75,144.5,145.47,325181
10-Jan-2012,-0.969,0.144,0.817,0.039,145.16,147.34,143.75,146.34,660540
11-Jan-2012,-0.9686,0.161,0.787,0.053,146.34,146.65,144.9,145.48,555618
12-Jan-2012,-0.9612,0.152,0.764,0.084,145.05,147.3,144.2,146.83,337713
13-Jan-2012,-0.9874,0.165,0.809,0.026,146.9,148.99,146.9,148.06,899898
16-Jan-2012,-0.91,0.142,0.773,0.085,148.95,149.39,147.7,149.03,608452
17-Jan-2012,-0.8271,0.106,0.842,0.052,149.26,150.39,148.0,149.65,663428
18-Jan-2012,-0.9325,0.161,0.743,0.095,150.0,151.87,148.9,151.34,1035546
19-Jan-2012,0.304,0.081,0.826,0.093,151.0,154.73,151.0,152.39,794360
20-Jan-2012,-0.9419,0.187,0.728,0.085,153.5,160.0,153.0,159.8,1220180
23-Jan-2012,-0.9798,0.188,0.767,0.045,165.0,167.79,163.0,167.79,1498450
24-Jan-2012,-0.9595,0.172,0.765,0.063,170.0,173.65,168.52,169.42,2015892
25-Jan-2012,-0.9738,0.178,0.744,0.078,168.51,170.69,167.5,168.05,489180
26-Jan-2012,-0.9824,0.19,0.748,0.062,168.05,169.89,168.01,168.75,373337
27-Jan-2012,-0.4889,0.059,0.892,0.05,169.05,170.85,166.8,167.46,565803
30-Jan-2012,-0.9393,0.112,0.844,0.044,167.57,172.1,164.25,169.87,754628
31-Jan-2012,-0.9793,0.195,0.746,0.059,171.5,175.45,170.3,172.83,1567456
01-Feb-2012,-0.9378,0.16,0.749,0.091,173.95,175.75,172.9,174.54,585790
02-Feb-2012,-0.9679,0.129,0.803,0.068,174.55,182.1,174.55,180.34,2602843
03-Feb-2012,-0.9931,0.213,0.769,0.017,182.9,183.3,179.0,181.45,883798
06-Feb-2012,-0.9712,0.234,0.686,0.08,181.5,185.4,179.98,181.94,1465309
07-Feb-2012,0.4019,0.073,0.836,0.092,182.99,183.49,180.04,182.41,747944
08-Feb-2012,-0.9929,0.2,0.741,0.058,182.7,184.0,178.8,179.59,687005
09-Feb-2012,-0.9264,0.116,0.835,0.049,179.3,181.7,179.0,179.95,283191
10-Feb-2012,-0.9282,0.114,0.845,0.041,179.95,184.5,179.25,183.02,976083
13-Feb-2012,-0.8822,0.141,0.781,0.078,182.0,187.11,180.76,186.07,801714
14-Feb-2012,-0.9925,0.221,0.746,0.033,186.8,187.75,185.5,185.78,306764
15-Feb-2012,-0.6966,0.103,0.818,0.079,185.78,186.88,184.0,185.58,217135
16-Feb-2012,-0.987,0.192,0.753,0.055,186.5,187.75,185.1,185.85,544045
17-Feb-2012,-0.9596,0.159,0.764,0.077,186.9,190.9,185.61,187.25,1487774
20-Feb-2012,-0.9584,0.161,0.762,0.077,187.1,188.5,185.1,185.74,542855
21-Feb-2012,-0.9717,0.127,0.837,0.036,186.0,188.18,177.07,179.39,1798308
22-Feb-2012,-0.9724,0.189,0.738,0.073,179.5,180.9,175.55,177.72,648173
23-Feb-2012,-0.9806,0.167,0.779,0.054,178.1,178.1,172.5,173.26,641193
24-Feb-2012,-0.9153,0.152,0.737,0.111,173.5,180.24,173.5,179.1,1070418
27-Feb-2012,-0.9468,0.163,0.765,0.072,178.6,181.99,177.5,179.6,535661
28-Feb-2012,-0.9552,0.128,0.796,0.076,179.8,182.0,179.01,179.67,460179
29-Feb-2012,-0.9601,0.135,0.799,0.066,180.69,181.47,176.0,176.62,623727
01-Mar-2012,-0.9592,0.147,0.79,0.063,177.5,177.8,174.65,175.54,455715
02-Mar-2012,-0.9557,0.15,0.806,0.044,176.0,179.5,175.25,178.63,574243
05-Mar-2012,-0.959,0.167,0.767,0.066,179.49,181.2,177.51,178.15,1215898
06-Mar-2012,-0.9856,0.197,0.734,0.069,178.35,179.81,176.13,177.03,794780
07-Mar-2012,-0.9508,0.155,0.769,0.076,177.5,177.65,175.52,176.57,211820
08-Mar-2012,-0.9781,0.2,0.713,0.087,177.0,178.99,176.5,178.23,971883
09-Mar-2012,-0.9898,0.25,0.679,0.071,178.7,185.0,178.7,183.68,1929065
12-Mar-2012,-0.9565,0.166,0.774,0.06,185.0,185.5,179.1,180.41,768343
13-Mar-2012,-0.9578,0.169,0.768,0.063,180.15,182.5,178.36,179.0,642216
14-Mar-2012,-0.9514,0.122,0.835,0.043,179.95,181.4,179.2,180.51,435754
15-Mar-2012,-0.9489,0.146,0.808,0.045,161.0,163.75,161.0,163.41,973394
16-Mar-2012,-0.0516,0.09,0.821,0.089,163.98,165.2,162.0,163.81,1783510
19-Mar-2012,-0.9423,0.136,0.807,0.057,163.01,164.5,161.3,162.02,782822
