Symbol,Date,Open,High,Low,Close,Volume
ENGRO,12-Feb-2010,204.95,208.50,204.95,206.48,1430552
ENGRO,15-Feb-2010,184.89,184.89,182.45,183.00,826991
ENGRO,16-Feb-2010,182.40,185.90,182.40,184.24,596260
ENGRO,17-Feb-2010,187.01,191.45,184.65,187.97,3861977
ENGRO,18-Feb-2010,190.00,192.60,188.76,189.45,2007228
ENGRO,19-Feb-2010,190.00,190.85,189.00,189.15,734744
ENGRO,22-Feb-2010,189.40,191.40,188.31,190.73,1188528
ENGRO,23-Feb-2010,190.20,190.50,186.00,186.62,1033045
ENGRO,24-Feb-2010,186.80,187.00,182.00,183.11,954289
ENGRO,25-Feb-2010,183.79,184.49,180.00,181.88,1242644
ENGRO,26-Feb-2010,182.01,183.85,181.00,181.23,335299
ENGRO,01-Mar-2010,181.60,182.50,177.50,178.65,509944
ENGRO,02-Mar-2010,178.55,181.49,176.75,179.06,1259140
ENGRO,03-Mar-2010,179.80,180.60,175.70,176.29,627109
ENGRO,04-Mar-2010,176.99,180.45,176.50,179.14,866923
ENGRO,05-Mar-2010,179.50,182.00,178.60,181.08,963270
ENGRO,08-Mar-2010,181.10,184.99,180.80,183.74,1636700
ENGRO,09-Mar-2010,184.60,187.60,183.51,184.15,1762742
ENGRO,10-Mar-2010,184.50,185.01,181.90,182.65,1250998
ENGRO,11-Mar-2010,182.81,186.40,182.81,184.44,3109069
ENGRO,12-Mar-2010,184.80,185.70,182.50,184.58,2092278
ENGRO,15-Mar-2010,185.50,190.00,185.50,186.94,4992580
ENGRO,16-Mar-2010,187.70,188.00,185.00,185.15,820638
ENGRO,17-Mar-2010,185.70,186.89,183.50,184.11,1110986
ENGRO,18-Mar-2010,185.25,186.13,184.25,185.52,748202
ENGRO,19-Mar-2010,185.79,188.50,185.50,186.26,3696176
ENGRO,22-Mar-2010,186.26,189.69,185.99,188.82,2356383
ENGRO,24-Mar-2010,189.40,193.30,189.25,192.58,4420855
ENGRO,25-Mar-2010,193.48,195.90,192.50,193.22,3461071
ENGRO,26-Mar-2010,192.60,194.70,192.15,192.74,825031
ENGRO,29-Mar-2010,194.05,196.25,191.70,192.23,4173016
ENGRO,30-Mar-2010,192.85,195.70,192.30,193.42,3075365
ENGRO,31-Mar-2010,193.80,203.09,193.80,199.82,10951044
ENGRO,01-Apr-2010,200.99,202.30,198.62,199.91,3001766
ENGRO,02-Apr-2010,200.84,209.90,200.70,209.90,8610660
ENGRO,05-Apr-2010,213.00,214.49,210.70,212.37,3188409
ENGRO,06-Apr-2010,213.30,214.65,206.50,207.33,3448057
ENGRO,07-Apr-2010,208.00,211.40,207.67,209.09,2774976
ENGRO,08-Apr-2010,209.70,213.59,209.60,212.84,3401850
ENGRO,09-Apr-2010,213.45,216.00,211.25,212.21,4634012
ENGRO,12-Apr-2010,212.94,212.94,206.01,206.68,2802939
ENGRO,13-Apr-2010,207.40,208.69,204.75,205.28,3970683
ENGRO,14-Apr-2010,206.00,211.11,205.66,210.59,6910720
ENGRO,15-Apr-2010,211.25,211.99,208.26,209.12,3450560
ENGRO,16-Apr-2010,209.74,210.50,207.30,208.41,1567728
ENGRO,19-Apr-2010,209.00,209.00,206.33,207.63,1092462
ENGRO,20-Apr-2010,209.24,210.47,207.75,208.32,1925867
ENGRO,21-Apr-2010,208.49,208.80,206.31,207.20,1080078
ENGRO,22-Apr-2010,207.50,208.80,206.75,207.07,900760
ENGRO,23-Apr-2010,207.25,209.95,206.35,208.94,2704654
ENGRO,26-Apr-2010,209.40,210.88,208.60,209.74,2563859
ENGRO,27-Apr-2010,209.66,211.60,209.60,210.56,2172168
ENGRO,28-Apr-2010,211.00,211.20,205.75,207.23,3137228
ENGRO,29-Apr-2010,207.50,207.80,198.30,199.93,4394137
ENGRO,30-Apr-2010,199.00,200.90,194.10,198.17,5014431
ENGRO,03-May-2010,199.49,200.15,197.00,198.98,1132380
ENGRO,04-May-2010,199.11,203.65,199.11,202.04,2175909
ENGRO,05-May-2010,202.31,205.07,202.20,203.69,2557234
ENGRO,06-May-2010,203.50,205.95,203.31,204.26,2284304
ENGRO,07-May-2010,202.01,202.25,195.00,196.04,4843959
ENGRO,10-May-2010,196.50,197.25,195.25,196.10,1795478
ENGRO,11-May-2010,197.49,198.98,194.10,195.22,1177254
ENGRO,12-May-2010,194.81,195.90,190.00,194.56,2014143
ENGRO,13-May-2010,195.49,198.00,194.10,197.43,1514835
ENGRO,14-May-2010,198.10,198.19,195.01,195.53,623083
ENGRO,17-May-2010,195.19,195.19,191.05,191.43,693353
ENGRO,18-May-2010,191.50,194.89,191.16,194.42,1345379
ENGRO,19-May-2010,194.00,198.25,191.00,197.09,2037500
ENGRO,20-May-2010,195.10,197.25,195.00,195.85,538656
ENGRO,21-May-2010,194.00,194.69,192.50,193.44,867358
ENGRO,24-May-2010,193.00,194.70,188.11,189.57,1075360
ENGRO,25-May-2010,189.57,190.69,180.10,181.73,2219061
ENGRO,26-May-2010,182.00,184.00,173.11,179.83,4623457
ENGRO,27-May-2010,180.01,181.10,173.70,174.56,2076965
ENGRO,28-May-2010,175.90,177.24,171.11,175.55,1588007
ENGRO,31-May-2010,174.05,175.35,172.30,172.90,592585
ENGRO,01-Jun-2010,173.00,173.05,165.50,166.35,2107772
ENGRO,02-Jun-2010,167.50,174.66,166.25,173.97,2098101
ENGRO,03-Jun-2010,175.20,180.99,174.00,179.61,3646509
ENGRO,04-Jun-2010,180.45,182.60,177.50,181.54,3728447
ENGRO,07-Jun-2010,178.91,186.60,178.00,184.80,4790766
ENGRO,08-Jun-2010,184.00,185.40,181.50,182.12,1210531
ENGRO,09-Jun-2010,182.90,182.90,179.00,179.73,1322899
ENGRO,10-Jun-2010,179.12,179.90,171.89,173.01,1185417
ENGRO,11-Jun-2010,173.99,177.99,173.01,177.35,1686562
ENGRO,14-Jun-2010,174.00,174.05,170.00,172.38,1489260
ENGRO,15-Jun-2010,173.50,175.95,170.70,172.87,1355379
ENGRO,16-Jun-2010,174.80,178.25,173.51,176.29,2145221
ENGRO,17-Jun-2010,174.50,180.49,173.50,179.52,2365215
ENGRO,18-Jun-2010,180.61,183.45,177.01,178.57,3911632
ENGRO,21-Jun-2010,178.69,179.95,177.55,178.44,909808
ENGRO,22-Jun-2010,178.70,183.48,178.32,181.85,2804351
ENGRO,23-Jun-2010,181.84,185.35,181.80,184.48,2500797
ENGRO,24-Jun-2010,183.54,185.80,181.55,182.10,1825848
ENGRO,25-Jun-2010,182.90,183.00,179.66,182.14,953321
ENGRO,28-Jun-2010,181.60,183.70,178.00,178.52,952469
ENGRO,29-Jun-2010,178.97,180.00,176.20,177.82,718362
ENGRO,30-Jun-2010,178.20,178.85,172.80,173.58,2817763
ENGRO,01-Jul-2010,173.99,174.74,172.55,174.27,500841
ENGRO,02-Jul-2010,173.50,174.20,172.00,173.16,339343
ENGRO,05-Jul-2010,173.60,173.60,172.00,172.10,174939
ENGRO,06-Jul-2010,172.30,172.49,170.70,172.02,279189
ENGRO,07-Jul-2010,172.01,176.79,171.81,176.17,811142
ENGRO,08-Jul-2010,176.50,180.30,176.20,178.68,1380231
ENGRO,09-Jul-2010,178.95,182.18,178.95,180.17,1276128
ENGRO,12-Jul-2010,180.99,183.19,180.45,181.02,926076
ENGRO,13-Jul-2010,181.00,184.10,180.50,183.34,974735
ENGRO,14-Jul-2010,183.80,187.47,183.80,185.90,1150145
ENGRO,15-Jul-2010,186.65,187.00,182.50,183.13,1017035
ENGRO,16-Jul-2010,183.85,184.95,182.80,184.07,665981
ENGRO,19-Jul-2010,184.50,187.00,184.50,185.25,487594
ENGRO,20-Jul-2010,186.00,188.57,184.70,187.68,1273262
ENGRO,21-Jul-2010,188.50,191.20,186.50,190.65,2698141
ENGRO,22-Jul-2010,191.00,192.25,188.01,188.36,1033862
ENGRO,23-Jul-2010,189.00,190.10,187.61,188.29,608331
ENGRO,26-Jul-2010,188.90,189.50,186.91,187.25,420357
ENGRO,27-Jul-2010,187.89,192.90,187.51,191.57,1872007
ENGRO,28-Jul-2010,192.75,194.59,189.00,189.31,2851185
ENGRO,29-Jul-2010,189.75,190.39,188.30,188.98,667924
ENGRO,30-Jul-2010,189.69,191.80,188.50,191.17,1189988
ENGRO,02-Aug-2010,187.10,189.00,185.50,187.90,1033862
ENGRO,03-Aug-2010,187.00,189.00,185.60,188.58,331141
ENGRO,04-Aug-2010,189.10,190.70,188.25,188.61,556521
ENGRO,05-Aug-2010,188.99,189.65,187.75,188.32,353907
ENGRO,06-Aug-2010,188.90,190.80,188.50,190.11,1615083
ENGRO,09-Aug-2010,190.15,190.50,181.01,182.65,1218943
ENGRO,10-Aug-2010,181.00,182.00,177.75,179.97,2472867
ENGRO,11-Aug-2010,181.45,182.20,178.05,178.42,1143288
ENGRO,12-Aug-2010,178.99,181.10,177.61,179.37,818155
ENGRO,13-Aug-2010,180.00,182.10,179.30,181.61,383037
ENGRO,16-Aug-2010,181.50,182.10,172.53,172.75,859986
ENGRO,17-Aug-2010,173.80,177.29,171.51,176.55,491242
ENGRO,18-Aug-2010,177.80,178.50,177.25,178.14,308320
ENGRO,19-Aug-2010,178.10,180.00,177.50,179.12,381708
ENGRO,20-Aug-2010,179.00,179.49,177.76,178.48,156149
ENGRO,23-Aug-2010,180.00,180.00,175.05,175.36,254707
ENGRO,24-Aug-2010,175.40,175.50,170.51,171.23,415404
ENGRO,25-Aug-2010,172.00,172.80,168.05,168.95,441750
ENGRO,26-Aug-2010,169.00,171.00,168.30,168.94,322828
ENGRO,27-Aug-2010,170.30,170.69,168.20,169.40,434608
ENGRO,30-Aug-2010,169.55,170.10,165.60,166.09,374191
ENGRO,31-Aug-2010,166.50,174.30,166.50,173.85,1918299
ENGRO,01-Sep-2010,173.24,173.24,169.57,172.19,1112177
ENGRO,02-Sep-2010,172.25,173.79,170.30,170.97,864364
ENGRO,03-Sep-2010,170.85,170.99,169.25,170.44,231810
ENGRO,06-Sep-2010,170.51,170.51,169.12,169.36,110520
ENGRO,07-Sep-2010,169.74,171.00,168.65,169.83,186375
ENGRO,08-Sep-2010,170.00,173.50,169.85,172.90,404228
ENGRO,09-Sep-2010,173.00,174.45,171.01,171.63,496166
ENGRO,14-Sep-2010,172.80,179.25,172.80,178.40,2170516
ENGRO,15-Sep-2010,179.70,179.90,176.05,176.48,668409
ENGRO,16-Sep-2010,179.00,180.40,175.00,175.64,950758
ENGRO,17-Sep-2010,175.00,179.00,173.72,178.72,914919
ENGRO,20-Sep-2010,177.50,181.20,177.11,179.58,868175
ENGRO,21-Sep-2010,179.02,180.25,177.95,178.28,549582
ENGRO,22-Sep-2010,176.35,177.35,173.50,174.02,325096
ENGRO,23-Sep-2010,173.90,174.95,171.00,171.55,366279
ENGRO,24-Sep-2010,171.54,174.90,171.54,174.00,353495
ENGRO,27-Sep-2010,173.05,175.59,171.55,174.99,564286
ENGRO,28-Sep-2010,174.90,179.84,174.90,179.29,1308623
ENGRO,29-Sep-2010,178.65,179.94,176.26,176.70,610873
ENGRO,30-Sep-2010,175.30,175.44,173.27,174.21,311722
ENGRO,01-Oct-2010,173.56,176.75,173.56,175.25,443423
ENGRO,04-Oct-2010,175.15,176.25,174.65,175.50,138016
ENGRO,05-Oct-2010,175.30,175.90,173.90,174.25,150384
ENGRO,06-Oct-2010,175.00,175.00,173.30,173.90,124339
ENGRO,07-Oct-2010,174.40,176.95,174.12,176.15,1063555
ENGRO,08-Oct-2010,176.40,179.20,174.00,177.25,1310650
ENGRO,11-Oct-2010,177.69,177.85,175.50,175.50,592797
ENGRO,12-Oct-2010,176.00,176.24,174.60,175.00,285946
ENGRO,13-Oct-2010,174.65,180.65,174.65,179.70,3079724
ENGRO,14-Oct-2010,180.00,181.20,178.68,178.70,924461
ENGRO,15-Oct-2010,179.00,180.25,176.61,176.66,1055462
ENGRO,18-Oct-2010,177.12,178.79,176.71,176.85,715057
ENGRO,19-Oct-2010,176.95,177.75,175.59,176.40,426787
ENGRO,20-Oct-2010,176.00,176.27,174.65,175.02,331639
ENGRO,21-Oct-2010,175.05,177.75,174.80,176.00,1238992
ENGRO,22-Oct-2010,176.10,178.88,175.60,176.89,1511752
ENGRO,25-Oct-2010,176.97,179.40,176.65,177.60,1382342
ENGRO,26-Oct-2010,177.80,179.30,176.56,177.00,1185017
ENGRO,27-Oct-2010,178.00,178.94,176.61,177.60,1030804
ENGRO,28-Oct-2010,178.00,178.80,175.25,175.56,1002037
ENGRO,29-Oct-2010,176.00,176.40,175.01,175.35,331014
ENGRO,01-Nov-2010,175.50,176.10,174.70,174.91,265846
ENGRO,02-Nov-2010,175.74,178.60,175.40,178.20,1868647
ENGRO,03-Nov-2010,178.95,180.50,177.25,177.73,2373580
ENGRO,04-Nov-2010,177.90,178.50,176.85,178.24,528365
ENGRO,05-Nov-2010,178.52,181.75,178.25,180.38,2230890
ENGRO,08-Nov-2010,180.90,183.60,180.88,181.85,1563504
ENGRO,10-Nov-2010,182.26,185.59,181.45,181.97,3175812
ENGRO,11-Nov-2010,182.00,183.00,178.00,178.36,1261370
ENGRO,12-Nov-2010,178.40,178.89,177.80,178.18,305773
ENGRO,15-Nov-2010,178.50,179.70,178.21,179.06,181795
ENGRO,16-Nov-2010,179.41,182.59,179.40,181.76,1867237
ENGRO,22-Nov-2010,182.50,184.84,181.61,184.23,1736527
ENGRO,23-Nov-2010,184.60,186.74,183.80,185.02,3070634
ENGRO,24-Nov-2010,184.74,185.35,181.90,182.34,848964
ENGRO,25-Nov-2010,183.00,184.85,181.50,183.11,1609682
ENGRO,26-Nov-2010,183.25,184.50,181.66,182.57,1317431
ENGRO,29-Nov-2010,182.75,183.00,180.90,181.80,361233
ENGRO,30-Nov-2010,182.40,183.50,181.25,182.61,940060
ENGRO,01-Dec-2010,183.25,186.25,183.25,185.71,2233351
ENGRO,02-Dec-2010,186.00,188.80,185.35,188.09,1726644
ENGRO,03-Dec-2010,188.99,189.47,186.40,187.96,1142246
ENGRO,06-Dec-2010,187.29,187.48,186.12,186.80,1526231
ENGRO,07-Dec-2010,187.20,187.89,185.21,185.75,755170
ENGRO,08-Dec-2010,186.30,189.59,185.20,187.30,2237797
ENGRO,09-Dec-2010,189.00,189.49,186.51,187.07,2660501
ENGRO,10-Dec-2010,187.02,187.89,185.30,186.05,1520541
ENGRO,13-Dec-2010,186.10,186.20,184.71,185.35,983343
ENGRO,14-Dec-2010,185.15,190.00,185.15,189.54,2480887
ENGRO,15-Dec-2010,189.98,195.00,189.10,194.20,5050508
ENGRO,20-Dec-2010,195.11,197.79,195.11,196.04,1647576
ENGRO,21-Dec-2010,196.45,196.88,193.50,194.01,696075
ENGRO,22-Dec-2010,194.75,198.25,192.00,197.34,2781171
ENGRO,23-Dec-2010,199.00,200.40,195.05,195.59,2751473
ENGRO,24-Dec-2010,196.39,197.70,194.50,197.13,2271695
ENGRO,27-Dec-2010,198.00,200.88,198.00,199.56,2325860
ENGRO,28-Dec-2010,198.49,199.70,191.00,192.67,4301145
ENGRO,29-Dec-2010,193.00,195.40,189.25,189.76,2510474
ENGRO,30-Dec-2010,190.96,192.20,190.50,191.62,908934
ENGRO,31-Dec-2010,191.97,196.00,191.65,193.81,2994854
ENGRO,03-Jan-2011,191.10,193.30,190.00,190.47,1421463
ENGRO,04-Jan-2011,191.50,196.94,191.49,196.10,3747305
ENGRO,05-Jan-2011,195.10,197.99,193.40,194.17,2265755
ENGRO,06-Jan-2011,194.89,199.10,194.75,198.28,3689676
ENGRO,07-Jan-2011,198.30,203.20,197.01,201.55,4784930
ENGRO,10-Jan-2011,203.10,210.45,203.00,208.00,7265517
ENGRO,11-Jan-2011,208.78,209.44,203.85,208.26,5130218
ENGRO,12-Jan-2011,210.00,210.99,203.26,205.25,4998873
ENGRO,13-Jan-2011,206.50,210.90,203.15,209.31,4584221
ENGRO,14-Jan-2011,211.00,219.77,210.12,219.68,8469781
ENGRO,17-Jan-2011,222.15,222.80,214.00,217.56,6811178
ENGRO,18-Jan-2011,218.01,220.00,213.25,214.57,5387205
ENGRO,19-Jan-2011,215.70,216.90,211.05,211.62,2750710
ENGRO,20-Jan-2011,212.30,214.50,209.50,210.41,2585329
ENGRO,21-Jan-2011,211.05,215.30,210.50,211.47,2153552
ENGRO,24-Jan-2011,212.40,213.24,209.50,209.82,952269
ENGRO,25-Jan-2011,210.60,215.60,208.12,214.88,4258744
ENGRO,26-Jan-2011,215.40,217.25,211.75,212.16,2782859
ENGRO,27-Jan-2011,213.00,213.67,211.10,211.98,996141
ENGRO,28-Jan-2011,211.98,214.99,211.65,212.07,1122725
ENGRO,31-Jan-2011,214.50,218.55,211.00,212.82,5642435
ENGRO,01-Feb-2011,214.51,217.97,213.00,214.59,4602383
ENGRO,02-Feb-2011,216.02,217.25,212.30,214.40,2045768
ENGRO,03-Feb-2011,216.00,219.49,214.56,218.62,2284759
ENGRO,04-Feb-2011,219.10,222.20,219.10,221.05,3380875
ENGRO,07-Feb-2011,221.35,221.35,218.75,219.65,595904
ENGRO,08-Feb-2011,220.14,220.14,216.50,218.18,1014444
ENGRO,09-Feb-2011,217.75,218.35,214.80,215.38,706633
ENGRO,10-Feb-2011,215.99,216.50,212.60,213.66,682279
ENGRO,11-Feb-2011,214.49,215.50,208.10,210.07,1512521
ENGRO,14-Feb-2011,210.00,217.00,206.22,214.64,2871229
ENGRO,15-Feb-2011,216.10,217.23,214.80,215.07,1898293
ENGRO,17-Feb-2011,215.21,219.25,215.21,218.77,4661938
ENGRO,18-Feb-2011,219.59,221.45,216.50,219.33,1992254
ENGRO,21-Feb-2011,220.45,221.00,216.56,217.24,1065862
ENGRO,22-Feb-2011,217.24,217.50,209.01,210.43,1954455
ENGRO,23-Feb-2011,210.00,213.10,208.00,211.17,1386507
ENGRO,24-Feb-2011,212.00,214.29,208.80,209.87,1328320
ENGRO,25-Feb-2011,210.25,210.80,199.38,201.69,2815572
ENGRO,28-Feb-2011,203.00,210.00,200.60,208.51,1422735
ENGRO,01-Mar-2011,210.89,216.00,207.62,214.38,3915283
ENGRO,02-Mar-2011,215.10,215.10,211.27,214.27,1909427
ENGRO,03-Mar-2011,214.50,217.49,213.00,216.29,1675400
ENGRO,04-Mar-2011,216.00,227.10,215.51,226.57,5080545
ENGRO,07-Mar-2011,228.20,231.37,224.00,225.61,2753860
ENGRO,08-Mar-2011,225.25,227.10,224.00,226.25,1080839
ENGRO,09-Mar-2011,227.00,237.56,227.00,237.19,5670943
ENGRO,10-Mar-2011,237.90,238.50,232.32,234.84,3775075
ENGRO,11-Mar-2011,234.01,237.00,232.16,235.40,1907399
ENGRO,14-Mar-2011,235.90,237.35,233.52,236.54,1776064
ENGRO,15-Mar-2011,236.04,236.55,226.50,229.71,3680142
ENGRO,16-Mar-2011,189.76,195.00,189.00,193.88,5105336
ENGRO,17-Mar-2011,196.45,200.75,195.05,199.11,5955934
ENGRO,18-Mar-2011,200.74,202.50,196.00,197.51,3902382
ENGRO,21-Mar-2011,196.35,198.80,194.50,196.44,2685122
ENGRO,22-Mar-2011,198.25,200.50,198.00,198.37,1946812
ENGRO,24-Mar-2011,199.88,200.25,198.80,199.82,1753400
ENGRO,25-Mar-2011,203.00,203.24,199.90,200.53,2574849
ENGRO,28-Mar-2011,199.70,202.90,199.70,201.35,1530709
ENGRO,29-Mar-2011,202.50,206.10,202.10,205.37,2922902
ENGRO,30-Mar-2011,206.13,206.74,204.61,205.76,1028152
ENGRO,31-Mar-2011,206.25,208.40,205.25,205.78,1909582
ENGRO,01-Apr-2011,206.50,207.00,203.50,205.48,3738474
ENGRO,04-Apr-2011,206.20,207.50,203.26,203.62,1175011
ENGRO,05-Apr-2011,204.00,205.40,201.71,204.67,3266936
ENGRO,06-Apr-2011,205.90,207.49,204.51,205.23,3381843
ENGRO,07-Apr-2011,205.60,206.19,203.30,203.80,927249
ENGRO,08-Apr-2011,203.61,206.18,203.50,204.80,1786490
ENGRO,11-Apr-2011,205.49,205.80,203.41,203.82,512352
ENGRO,12-Apr-2011,204.29,204.30,202.00,202.24,1817890
ENGRO,13-Apr-2011,202.60,202.85,198.10,198.80,2070145
ENGRO,14-Apr-2011,198.70,200.30,195.00,195.37,1691832
ENGRO,15-Apr-2011,196.00,198.49,195.51,197.35,1605957
ENGRO,18-Apr-2011,198.00,198.40,195.16,195.53,595605
ENGRO,19-Apr-2011,195.49,195.49,191.26,191.80,1296344
ENGRO,20-Apr-2011,192.51,196.00,191.11,195.26,1579489
ENGRO,21-Apr-2011,196.00,198.80,195.11,197.40,1472215
ENGRO,22-Apr-2011,197.99,199.00,196.02,196.53,1163568
ENGRO,25-Apr-2011,196.53,197.50,193.25,194.21,744291
ENGRO,26-Apr-2011,193.55,195.50,192.60,194.91,403484
ENGRO,27-Apr-2011,194.51,198.80,194.51,195.03,2209189
ENGRO,28-Apr-2011,195.89,196.40,194.25,195.01,568402
ENGRO,29-Apr-2011,195.80,198.40,195.04,197.46,1482123
ENGRO,02-May-2011,198.99,200.50,197.70,199.14,2097383
ENGRO,03-May-2011,199.01,199.01,196.50,197.23,627951
ENGRO,04-May-2011,197.98,198.25,192.08,192.74,839367
ENGRO,05-May-2011,193.00,195.50,193.00,195.22,624367
ENGRO,06-May-2011,195.00,195.50,192.06,193.82,874011
ENGRO,09-May-2011,194.49,199.50,193.99,198.34,2209758
ENGRO,10-May-2011,199.90,200.00,197.25,198.55,2258979
ENGRO,11-May-2011,198.55,199.65,197.65,198.01,992076
ENGRO,12-May-2011,197.80,198.00,196.10,196.29,524716
ENGRO,13-May-2011,195.60,197.69,195.50,196.81,434728
ENGRO,16-May-2011,196.85,196.85,193.81,194.39,305563
ENGRO,17-May-2011,195.50,196.70,194.06,194.20,444836
ENGRO,18-May-2011,194.74,194.80,192.11,192.31,812649
ENGRO,19-May-2011,192.98,193.69,190.62,190.83,1119541
ENGRO,20-May-2011,190.50,192.00,188.55,191.57,1663519
ENGRO,23-May-2011,191.00,192.65,189.15,192.03,1721414
ENGRO,24-May-2011,192.00,193.90,191.50,193.57,560996
ENGRO,25-May-2011,194.37,195.68,193.11,194.73,1113697
ENGRO,26-May-2011,195.25,196.00,194.01,194.10,1028146
ENGRO,27-May-2011,194.50,196.00,193.40,195.06,1442861
ENGRO,30-May-2011,195.90,196.44,194.30,194.74,800451
ENGRO,31-May-2011,194.50,195.25,193.51,194.30,485317
ENGRO,01-Jun-2011,194.30,197.99,194.30,197.49,1657118
ENGRO,02-Jun-2011,197.40,198.00,193.00,193.49,1601909
ENGRO,03-Jun-2011,193.89,194.75,189.80,192.04,1782809
ENGRO,06-Jun-2011,189.00,191.88,188.00,190.01,716863
ENGRO,07-Jun-2011,190.49,194.24,189.66,193.18,3700948
ENGRO,08-Jun-2011,194.00,194.65,191.75,192.17,3239428
ENGRO,09-Jun-2011,192.40,193.05,189.00,189.41,3500430
ENGRO,10-Jun-2011,189.75,190.05,187.42,187.75,1634857
ENGRO,13-Jun-2011,188.07,188.07,181.10,183.21,2326997
ENGRO,14-Jun-2011,183.75,186.55,183.15,185.41,1270647
ENGRO,15-Jun-2011,186.57,186.57,183.20,183.59,811592
ENGRO,16-Jun-2011,183.65,183.90,179.65,180.05,2020914
ENGRO,17-Jun-2011,180.98,181.50,177.25,177.78,1390393
ENGRO,20-Jun-2011,178.39,178.39,168.90,168.90,6840530
ENGRO,21-Jun-2011,168.90,168.90,163.10,167.94,6864055
ENGRO,22-Jun-2011,168.15,169.16,159.63,162.46,5246790
ENGRO,23-Jun-2011,162.90,170.58,162.90,170.36,5720447
ENGRO,24-Jun-2011,170.99,173.20,168.00,169.31,5810000
ENGRO,27-Jun-2011,168.10,168.90,163.01,163.91,1931285
ENGRO,28-Jun-2011,163.00,163.48,159.75,161.21,1566331
ENGRO,29-Jun-2011,161.60,165.50,160.50,160.88,2114436
ENGRO,30-Jun-2011,161.50,164.50,160.10,163.25,2639040
ENGRO,01-Jul-2011,163.99,164.70,161.40,161.72,1018057
ENGRO,04-Jul-2011,162.24,162.70,155.00,160.40,4175620
ENGRO,05-Jul-2011,160.70,162.60,159.06,160.19,1710550
ENGRO,06-Jul-2011,161.00,163.40,159.20,162.02,3067119
ENGRO,07-Jul-2011,162.70,163.73,160.03,160.46,2597152
ENGRO,08-Jul-2011,160.00,161.45,159.61,160.40,1307980
ENGRO,11-Jul-2011,160.65,161.70,157.71,158.96,1434516
ENGRO,12-Jul-2011,158.96,159.97,158.30,159.17,787302
ENGRO,13-Jul-2011,159.90,161.20,159.35,159.48,2265966
ENGRO,14-Jul-2011,158.97,159.25,155.45,155.94,1363447
ENGRO,15-Jul-2011,155.94,158.15,150.10,151.42,2439328
ENGRO,18-Jul-2011,152.50,153.96,149.75,150.98,1569452
ENGRO,19-Jul-2011,152.00,154.45,148.75,153.61,2941192
ENGRO,20-Jul-2011,153.48,153.59,151.15,151.71,1113149
ENGRO,21-Jul-2011,151.70,153.20,150.80,151.93,675686
ENGRO,22-Jul-2011,152.22,153.30,151.30,151.59,436052
ENGRO,25-Jul-2011,151.65,151.65,148.00,148.51,915636
ENGRO,26-Jul-2011,149.00,150.70,147.26,147.63,1160496
ENGRO,27-Jul-2011,147.55,148.00,143.70,144.06,1366624
ENGRO,28-Jul-2011,144.10,146.64,139.20,142.38,2695434
ENGRO,29-Jul-2011,143.25,145.00,142.40,142.89,1453420
ENGRO,01-Aug-2011,145.00,146.50,141.05,141.75,1799570
ENGRO,02-Aug-2011,142.01,143.50,141.51,141.78,1273661
ENGRO,03-Aug-2011,142.05,142.30,137.25,138.02,1612236
ENGRO,04-Aug-2011,137.97,139.20,133.50,136.10,1245040
ENGRO,05-Aug-2011,133.55,133.99,129.30,129.30,1360864
ENGRO,08-Aug-2011,127.00,131.40,122.84,130.09,2980775
